id_municipio,ano,mes,tradable_demand_log
2800308,2023,5,0.16897042470822693
2800308,2023,6,0.1705120418528791
2800308,2023,7,0.16287047984781206
2800308,2023,8,0.15017945200588825
2800308,2023,9,0.13749904821303263
2800308,2023,10,0.12577260044456284
2800308,2023,11,0.11425287134784211
2800308,2023,12,0.10641699459067457
2800308,2024,1,0.10109862415106498
2800308,2024,2,0.09347401331488601
2800308,2024,3,0.09204946733673088
2800308,2024,4,0.09450446047510497
2800308,2024,5,0.09199915807691665
2800308,2024,6,0.08882120914166951
2800308,2024,7,0.08611318758987226
2800308,2024,8,0.08194340196323474
2800308,2024,9,0.07857918982867958
2800308,2024,10,0.07783495557186916
2800308,2024,11,0.07585682737833455
2800308,2024,12,0.07455466812773642
2927408,2010,1,0.12838711320293983
2927408,2010,2,0.13458365074644585
2927408,2010,3,0.14211500720559142
2927408,2010,4,0.15072122371066066
2927408,2010,5,0.15671794240699505
2927408,2010,6,0.1594181936421165
2927408,2010,7,0.1624422508951635
2927408,2010,8,0.16895417450905054
2927408,2010,9,0.17946632958860195
2927408,2010,10,0.18404694202703545
2927408,2010,11,0.18191958542041947
2927408,2010,12,0.16478576882726909
2927408,2011,1,0.13065668626509208
2927408,2011,2,0.13088875027417435
2927408,2011,3,0.1262815075815875
2927408,2011,4,0.12185678149931893
2927408,2011,5,0.12250038022713793
2927408,2011,6,0.11837264397488162
2927408,2011,7,0.11600001406587163
2927408,2011,8,0.11347189544867547
2927408,2011,9,0.10541013586443344
2927408,2011,10,0.10491484820062665
2927408,2011,11,0.10728414032326336
2927408,2011,12,0.12443567230304306
2927408,2012,1,0.12891527665407856
2927408,2012,2,0.13746289947709228
2927408,2012,3,0.1415022516371214
2927408,2012,4,0.14543519106245686
2927408,2012,5,0.1472295377087268
2927408,2012,6,0.14748317845776615
2927408,2012,7,0.14704207464746558
2927408,2012,8,0.14062074739694744
2927408,2012,9,0.1316039100189596
2927408,2012,10,0.12455775478509684
2927408,2012,11,0.11679972547464362
2927408,2012,12,0.11742973585938841
2927408,2013,1,0.10681085450229781
2927408,2013,2,0.10247421782925095
2927408,2013,3,0.09586195180918944
2927408,2013,4,0.0899362827742918
2927408,2013,5,0.08397539103396924
2927408,2013,6,0.0807999948509263
2927408,2013,7,0.07659835431944699
2927408,2013,8,0.06955757289442188
2927408,2013,9,0.06484689402769503
2927408,2013,10,0.06229059603509147
2927408,2013,11,0.058953003716433444
2927408,2013,12,0.05778980126811528
2927408,2014,1,0.046116890689306
2927408,2014,2,0.04562523201630895
2927408,2014,3,0.04516090472691623
2927408,2014,4,0.03955138767157321
2927408,2014,5,0.03168516043149596
2927408,2014,6,0.026370752673733084
2927408,2014,7,0.02279396039635416
2927408,2014,8,0.019690360247065553
2927408,2014,9,0.01563824379934127
2927408,2014,10,0.013094539642748766
2927408,2014,11,0.014499916831121184
2927408,2014,12,0.010879196510642699
2927408,2015,1,0.013144255970213157
2927408,2015,2,0.011672976432670873
2927408,2015,3,0.010980201490382788
2927408,2015,4,7.090247475254241e-4
2927408,2015,5,-0.009307674484022494
2927408,2015,6,-0.018881924013255606
2927408,2015,7,-0.02976104701097055
2927408,2015,8,-0.03850142825200568
2927408,2015,9,-0.04907037726813383
2927408,2015,10,-0.058494767955328014
2927408,2015,11,-0.06606226412432106
2927408,2015,12,-0.06996886683863696
2927408,2016,1,-0.07893340748844441
2927408,2016,2,-0.08560518892909369
2927408,2016,3,-0.09183940250883237
2927408,2016,4,-0.09891696449955671
2927408,2016,5,-0.10334948619557284
2927408,2016,6,-0.10913559490115145
2927408,2016,7,-0.11178438081843724
2927408,2016,8,-0.11219568250475147
2927408,2016,9,-0.11865525512317214
2927408,2016,10,-0.12322907204731483
2927408,2016,11,-0.12591984055518737
2927408,2016,12,-0.12344109592131212
2927408,2017,1,-0.1475554094462207
2927408,2017,2,-0.15312769783308391
2927408,2017,3,-0.15425725239159255
2927408,2017,4,-0.1521704790332781
2927408,2017,5,-0.1495472620571374
2927408,2017,6,-0.14772861232808762
2927408,2017,7,-0.14482719165757385
2927408,2017,8,-0.14370348337341793
2927408,2017,9,-0.14461592481622057
2927408,2017,10,-0.13899809133568533
2927408,2017,11,-0.13838441832448076
2927408,2017,12,-0.13332849821904363
2927408,2018,1,-0.1370959010276296
2927408,2018,2,-0.13598619889991678
2927408,2018,3,-0.13366409680318284
2927408,2018,4,-0.12505432136515987
2927408,2018,5,-0.11999519748272156
2927408,2018,6,-0.11625551860766238
2927408,2018,7,-0.10857227949013258
2927408,2018,8,-0.10096264252639302
2927408,2018,9,-0.09385596158026772
2927408,2018,10,-0.08648823617149749
2927408,2018,11,-0.08024513333926203
2927408,2018,12,-0.07174613154780352
2927408,2019,1,-0.06435847988574335
2927408,2019,2,-0.05656473160826576
2927408,2019,3,-0.05359338293283128
2927408,2019,4,-0.04856158413373917
2927408,2019,5,-0.046886135323188506
2927408,2019,6,-0.044252743222410885
2927408,2019,7,-0.04178784614374111
2927408,2019,8,-0.04067345935565513
2927408,2019,9,-0.03681972208534034
2927408,2019,10,-0.03512731337056759
2927408,2019,11,-0.031981457243549095
2927408,2019,12,-0.02970014647619979
2927408,2020,1,-0.009512763970330384
2927408,2020,2,-0.004823651325473829
2927408,2020,3,-0.01009738767264118
2927408,2020,4,-0.0481037858604142
2927408,2020,5,-0.06556050119556048
2927408,2020,6,-0.06662755518577224
2927408,2020,7,-0.06058680106781629
2927408,2020,8,-0.04938137649733006
2927408,2020,9,-0.036780987228975714
2927408,2020,10,-0.02781818979491145
2927408,2020,11,-0.014994384946449295
2927408,2020,12,-0.005988059847143977
2927408,2021,1,-0.00325382633253299
2927408,2021,2,0.009833614858618054
2927408,2021,3,0.015380836384391656
2927408,2021,4,0.014661053883928691
2927408,2021,5,0.021432091809388425
2927408,2021,6,0.032230653257974515
2927408,2021,7,0.04052353026957697
2927408,2021,8,0.04898450295330737
2927408,2021,9,0.05410515999528102
2927408,2021,10,0.057443009192661404
2927408,2021,11,0.06244513961069019
2927408,2021,12,0.06538616996957837
2927408,2022,1,0.05949838172754082
2927408,2022,2,0.06021943725267304
2927408,2022,3,0.06188743757288378
2927408,2022,4,0.06194298949652556
2927408,2022,5,0.06813644838804675
2927408,2022,6,0.0745131490352513
2927408,2022,7,0.0790329521436951
2927408,2022,8,0.08214264681654612
2927408,2022,9,0.08285203167227115
2927408,2022,10,0.08311719934233068
2927408,2022,11,0.08233527704186004
2927408,2022,12,0.08114899448132654
2927408,2023,1,0.11903357671632649
2927408,2023,2,0.11798993062728462
2927408,2023,3,0.12642838157614325
2927408,2023,4,0.1646622346917622
2927408,2023,5,0.1827525538400039
2927408,2023,6,0.18552886834991458
2927408,2023,7,0.17983479608511937
2927408,2023,8,0.1698476922941735
2927408,2023,9,0.1584799967895931
2927408,2023,10,0.14726346250609623
2927408,2023,11,0.13644405263514245
2927408,2023,12,0.12894215212996324
2927408,2024,1,0.12343589232145041
2927408,2024,2,0.11543901648548227
2927408,2024,3,0.1140056411140588
2927408,2024,4,0.11689776794738796
2927408,2024,5,0.11354892937772336
2927408,2024,6,0.11038867687840041
2927408,2024,7,0.10752940216785953
2927408,2024,8,0.1030142834180934
2927408,2024,9,0.09918453646446196
2927408,2024,10,0.09706236854149229
2927408,2024,11,0.09430665685113877
2927408,2024,12,0.09225430342346946
3106200,2010,1,0.12163079182849679
3106200,2010,2,0.1293521048371351
3106200,2010,3,0.13818375673062996
3106200,2010,4,0.14697501046076777
3106200,2010,5,0.1540331725724424
3106200,2010,6,0.15825960274973053
3106200,2010,7,0.16279339576637064
3106200,2010,8,0.17044098659985513
3106200,2010,9,0.1796937257209507
3106200,2010,10,0.18464528511664702
3106200,2010,11,0.18317353130265399
3106200,2010,12,0.1680339229023714
3106200,2011,1,0.1212159835835747
3106200,2011,2,0.1215894443080292
3106200,2011,3,0.11680616616140609
3106200,2011,4,0.11333181467122558
3106200,2011,5,0.11316621825164216
3106200,2011,6,0.10821096287706768
3106200,2011,7,0.10500107522119502
3106200,2011,8,0.10139129138556817
3106200,2011,9,0.09403922817863042
3106200,2011,10,0.0943778594896583
3106200,2011,11,0.10042417376531236
3106200,2011,12,0.11577114772992675
3106200,2012,1,0.12866015872956715
3106200,2012,2,0.14025320838000804
3106200,2012,3,0.14911053459696177
3106200,2012,4,0.15622837016951335
3106200,2012,5,0.15898969458939224
3106200,2012,6,0.16048948570973456
3106200,2012,7,0.16058194310926313
3106200,2012,8,0.1524875152003091
3106200,2012,9,0.14342030703810071
3106200,2012,10,0.1349610506089186
3106200,2012,11,0.12656163132358644
3106200,2012,12,0.12347765812071172
3106200,2013,1,0.110935015290471
3106200,2013,2,0.1055315652825358
3106200,2013,3,0.09756217215442095
3106200,2013,4,0.09115727156636051
3106200,2013,5,0.08435438227373
3106200,2013,6,0.07940893910655956
3106200,2013,7,0.0744500428094521
3106200,2013,8,0.06680836547182392
3106200,2013,9,0.06140343681797415
3106200,2013,10,0.05782729983236794
3106200,2013,11,0.05423186854242651
3106200,2013,12,0.051829693983947
3106200,2014,1,0.04197422191682968
3106200,2014,2,0.040307442124896294
3106200,2014,3,0.03854113148048053
3106200,2014,4,0.032712252166694454
3106200,2014,5,0.02355134791445448
3106200,2014,6,0.01725526774795301
3106200,2014,7,0.012014056874749638
3106200,2014,8,0.007164535122857712
3106200,2014,9,0.0027748637924484855
3106200,2014,10,-6.084774348391733e-4
3106200,2014,11,-4.248564522826353e-4
3106200,2014,12,-0.003958184822903545
3106200,2015,1,-0.006249672768873005
3106200,2015,2,-0.008332566699678648
3106200,2015,3,-0.011390794539743957
3106200,2015,4,-0.021873877500042844
3106200,2015,5,-0.031434272657049955
3106200,2015,6,-0.04155063809039615
3106200,2015,7,-0.05310398313391122
3106200,2015,8,-0.06208365139298243
3106200,2015,9,-0.07233752413770127
3106200,2015,10,-0.08148303475266151
3106200,2015,11,-0.08917701788568712
3106200,2015,12,-0.09390894464990819
3106200,2016,1,-0.10322358258176607
3106200,2016,2,-0.1103767953467872
3106200,2016,3,-0.11730992060720401
3106200,2016,4,-0.1246362987250392
3106200,2016,5,-0.12976322479406258
3106200,2016,6,-0.13514540143413925
3106200,2016,7,-0.13770582706969553
3106200,2016,8,-0.13841650529701333
3106200,2016,9,-0.143485396059433
3106200,2016,10,-0.1472202622453568
3106200,2016,11,-0.14943232455922348
3106200,2016,12,-0.14805161797488656
3106200,2017,1,-0.17058795788595477
3106200,2017,2,-0.17417507682529212
3106200,2017,3,-0.1752405572297124
3106200,2017,4,-0.1738410120947358
3106200,2017,5,-0.17070363914795367
3106200,2017,6,-0.16830197878599462
3106200,2017,7,-0.1641200868563662
3106200,2017,8,-0.16050401246872723
3106200,2017,9,-0.15933809712147465
3106200,2017,10,-0.15411156941132095
3106200,2017,11,-0.15201815140067895
3106200,2017,12,-0.146251655059053
3106200,2018,1,-0.14985697038053392
3106200,2018,2,-0.1463731222341472
3106200,2018,3,-0.1418178254178226
3106200,2018,4,-0.13200506002449008
3106200,2018,5,-0.12494766348640204
3106200,2018,6,-0.11978511460229356
3106200,2018,7,-0.11065560874436779
3106200,2018,8,-0.10195343263464014
3106200,2018,9,-0.09426016869800585
3106200,2018,10,-0.0854251542581637
3106200,2018,11,-0.07785989772348303
3106200,2018,12,-0.06920382364828467
3106200,2019,1,-0.05873368159048883
3106200,2019,2,-0.0496852733121747
3106200,2019,3,-0.045241948219590565
3106200,2019,4,-0.040142724933927475
3106200,2019,5,-0.038028892880066195
3106200,2019,6,-0.03541152906319279
3106200,2019,7,-0.03314687391135703
3106200,2019,8,-0.03193443217316148
3106200,2019,9,-0.02881348451980166
3106200,2019,10,-0.027181191987060378
3106200,2019,11,-0.023833832623875048
3106200,2019,12,-0.021499463460030805
3106200,2020,1,-0.004429150065159808
3106200,2020,2,1.379878256637885e-4
3106200,2020,3,-0.005112794286294191
3106200,2020,4,-0.041380993121752814
3106200,2020,5,-0.05865959393013509
3106200,2020,6,-0.060670421977975286
3106200,2020,7,-0.056271228698984606
3106200,2020,8,-0.04570590635641656
3106200,2020,9,-0.03274287537171949
3106200,2020,10,-0.022593870592170977
3106200,2020,11,-0.010290235279327216
3106200,2020,12,-0.0016791937760124932
3106200,2021,1,0.0038071966802803742
3106200,2021,2,0.015881281926472646
3106200,2021,3,0.02084513908363697
3106200,2021,4,0.02085220253402516
3106200,2021,5,0.027211139595471775
3106200,2021,6,0.037714103579023474
3106200,2021,7,0.04525676884257969
3106200,2021,8,0.054149238638844716
3106200,2021,9,0.05974412814596842
3106200,2021,10,0.06266195547499147
3106200,2021,11,0.06709990439686976
3106200,2021,12,0.0702746130159477
3106200,2022,1,0.06330067638007927
3106200,2022,2,0.06396493592826309
3106200,2022,3,0.06582451317859826
3106200,2022,4,0.0665222655662756
3106200,2022,5,0.07282239542075122
3106200,2022,6,0.07955739731463095
3106200,2022,7,0.0847518592452355
3106200,2022,8,0.0887479272812854
3106200,2022,9,0.0905955089773476
3106200,2022,10,0.09144092217303298
3106200,2022,11,0.09068470240146011
3106200,2022,12,0.09009682557768021
3106200,2023,1,0.12204471771424892
3106200,2023,2,0.11979916616645267
3106200,2023,3,0.12770786886639696
3106200,2023,4,0.16478711747995214
3106200,2023,5,0.18369813861643555
3106200,2023,6,0.18733469119072474
3106200,2023,7,0.18269636458760158
3106200,2023,8,0.1724937642552285
3106200,2023,9,0.1596955169511712
3106200,2023,10,0.14759294825964073
3106200,2023,11,0.13561536214929865
3106200,2023,12,0.12763867062054182
3106200,2024,1,0.12098661893243381
3106200,2024,2,0.11178796552191111
3106200,2024,3,0.10948714958341457
3106200,2024,4,0.1115285289032684
3106200,2024,5,0.10771381951440172
3106200,2024,6,0.10392734706711401
3106200,2024,7,0.10099962530967826
3106200,2024,8,0.0966697051304203
3106200,2024,9,0.09310090114463249
3106200,2024,10,0.09139056311090155
3106200,2024,11,0.0886135437692364
3106200,2024,12,0.08680394586239425
3205309,2010,1,0.15552870436451396
3205309,2010,2,0.16370166621169827
3205309,2010,3,0.17094174290389738
3205309,2010,4,0.17802724271857068
3205309,2010,5,0.18524376616572424
3205309,2010,6,0.18445755562606286
3205309,2010,7,0.18849107840662643
3205309,2010,8,0.1956688267402442
3205309,2010,9,0.2073193805179078
3205309,2010,10,0.2128172367838121
3205309,2010,11,0.21236268031587996
3205309,2010,12,0.20013780857521044
3205309,2011,1,0.16918578324954522
3205309,2011,2,0.1702880391509335
3205309,2011,3,0.16410024486580954
3205309,2011,4,0.15885274532762916
3205309,2011,5,0.1610369505130733
3205309,2011,6,0.15583112623237988
3205309,2011,7,0.15028189018221408
3205309,2011,8,0.14859923257758628
3205309,2011,9,0.14112589923080848
3205309,2011,10,0.14225511484506784
3205309,2011,11,0.14785794018977239
3205309,2011,12,0.1655619557498537
3205309,2012,1,0.17067396322377004
3205309,2012,2,0.18000691233122787
3205309,2012,3,0.18758510260890557
3205309,2012,4,0.19303520794534829
3205309,2012,5,0.1949792210826332
3205309,2012,6,0.19521218380178323
3205309,2012,7,0.1938317771543612
3205309,2012,8,0.18628949919724103
3205309,2012,9,0.17560698156593674
3205309,2012,10,0.17075369588661296
3205309,2012,11,0.1613263604005926
3205309,2012,12,0.1588900053584124
3205309,2013,1,0.15580475905764937
3205309,2013,2,0.14895924851714165
3205309,2013,3,0.14041968236834526
3205309,2013,4,0.13355151378217023
3205309,2013,5,0.12656858271067403
3205309,2013,6,0.12756760675010606
3205309,2013,7,0.1228545459048139
3205309,2013,8,0.1163854989308605
3205309,2013,9,0.10987270983298171
3205309,2013,10,0.10570961373598602
3205309,2013,11,0.10185985988725195
3205309,2013,12,0.09903772024622079
3205309,2014,1,0.08097174611339936
3205309,2014,2,0.08018152183194815
3205309,2014,3,0.07959756099660811
3205309,2014,4,0.07552869160616833
3205309,2014,5,0.06614749361188363
3205309,2014,6,0.06171153960097334
3205309,2014,7,0.060718335312786
3205309,2014,8,0.058287262928303184
3205309,2014,9,0.056377830736506845
3205309,2014,10,0.05405646881122972
3205309,2014,11,0.055894481465853546
3205309,2014,12,0.05122246105770314
3205309,2015,1,0.04485519441717479
3205309,2015,2,0.042421828291916264
3205309,2015,3,0.03809159034110014
3205309,2015,4,0.025960109566614133
3205309,2015,5,0.016237841346811173
3205309,2015,6,0.0068232616075949845
3205309,2015,7,-0.00353904930322193
3205309,2015,8,-0.01093663486544273
3205309,2015,9,-0.02020238277822461
3205309,2015,10,-0.028506482988219707
3205309,2015,11,-0.03547663483331687
3205309,2015,12,-0.03817720736901292
3205309,2016,1,-0.060032964149429574
3205309,2016,2,-0.06755351015864633
3205309,2016,3,-0.07376025725209336
3205309,2016,4,-0.08056168588232279
3205309,2016,5,-0.08569515955121508
3205309,2016,6,-0.09323486998664728
3205309,2016,7,-0.09657410204281157
3205309,2016,8,-0.09808709538320182
3205309,2016,9,-0.10416458015307908
3205309,2016,10,-0.10665762727563988
3205309,2016,11,-0.10866404490501252
3205309,2016,12,-0.10607025440732779
3205309,2017,1,-0.13412657156084362
3205309,2017,2,-0.14138881440845313
3205309,2017,3,-0.1448490499160498
3205309,2017,4,-0.14180102407733278
3205309,2017,5,-0.14148834255195888
