id_municipio,cnae_divisao,S_xi
2800308,86,0.04967073645752187
2800308,87,0.00525166172766381
2800308,88,0.0036734459838903286
2800308,90,5.289891348152783e-4
2800308,91,1.0159040973437601e-4
2800308,92,3.262271200690025e-5
2800308,93,0.003838943753370992
2800308,94,0.01730420333776093
2800308,95,0.0019071827843539723
2800308,96,0.004431102841059835
2800308,97,4.091659513461101e-4
2800308,99,2.2333642282051567e-5
2927408,00,0.10535926217257024
2927408,01,0.001688403616644369
2927408,02,4.2746159207903206e-6
2927408,03,4.5207692359812124e-5
2927408,05,5.6849857144137504e-6
2927408,06,0.001371110432591523
2927408,07,6.935755681018789e-5
2927408,08,4.362774005565931e-4
2927408,09,0.0025070899541264915
2927408,10,0.005665181856210057
2927408,11,5.58400445004949e-4
2927408,12,1.1527569127404896e-4
2927408,13,0.0013040025621223446
2927408,14,0.005709425069657023
2927408,15,2.468670311560328e-4
2927408,16,4.305378777222653e-4
2927408,17,4.701069380638183e-4
2927408,18,0.0012584457629207916
2927408,19,3.1342417230671797e-4
2927408,20,0.0015353907671022472
2927408,21,3.891061084451767e-5
2927408,22,0.002592887687867424
2927408,23,0.0016507768570971097
2927408,24,3.0802887874089647e-4
2927408,25,0.0023026024977000586
2927408,26,7.320046765585027e-4
2927408,27,5.363401059091244e-4
2927408,28,5.96139809692944e-4
2927408,29,1.9755546417136085e-4
2927408,30,1.9875016203361169e-4
2927408,31,0.0018926272257139257
