ano,id_municipio,cnae_divisao,vinculos_ativos
2021,2611606,80,17025
2021,2611606,81,26849
2021,2611606,82,21505
2021,2611606,84,185731
2021,2611606,85,43071
2021,2611606,86,53450
2021,2611606,87,2994
2021,2611606,88,1628
2021,2611606,90,263
2021,2611606,91,6
2021,2611606,92,24
2021,2611606,93,3386
2021,2611606,94,10461
2021,2611606,95,1550
2021,2611606,96,3070
2021,2611606,97,19
2021,2611606,99,27
2022,2611606,01,2186
2022,2611606,02,19
2022,2611606,03,52
2022,2611606,05,12
2022,2611606,08,11
2022,2611606,10,6622
2022,2611606,11,1514
2022,2611606,13,351
2022,2611606,14,2357
2022,2611606,15,88
2022,2611606,16,171
2022,2611606,17,288
2022,2611606,18,1150
2022,2611606,19,54
2022,2611606,20,1537
2022,2611606,21,596
2022,2611606,22,936
2022,2611606,23,2049
2022,2611606,24,980
2022,2611606,25,1746
2022,2611606,26,210
2022,2611606,27,918
2022,2611606,28,536
2022,2611606,29,402
2022,2611606,30,57
2022,2611606,31,643
2022,2611606,32,1167
2022,2611606,33,2993
2022,2611606,35,3448
2022,2611606,36,3204
2022,2611606,37,1049
2022,2611606,38,3883
2022,2611606,41,21037
2022,2611606,42,7607
2022,2611606,43,7615
2022,2611606,45,12453
2022,2611606,46,25943
2022,2611606,47,66590
2022,2611606,49,11648
2022,2611606,50,143
2022,2611606,51,1325
2022,2611606,52,7076
2022,2611606,53,2885
2022,2611606,55,3168
2022,2611606,56,25912
2022,2611606,58,1311
2022,2611606,59,410
2022,2611606,60,907
2022,2611606,61,3448
2022,2611606,62,10780
2022,2611606,63,1060
2022,2611606,64,8083
2022,2611606,65,1699
2022,2611606,66,1672
2022,2611606,68,2896
2022,2611606,69,7216
2022,2611606,70,4231
2022,2611606,71,8122
2022,2611606,72,393
2022,2611606,73,3102
2022,2611606,74,2252
2022,2611606,75,387
2022,2611606,77,6827
2022,2611606,78,22756
2022,2611606,79,1523
2022,2611606,80,19257
2022,2611606,81,31551
2022,2611606,82,24013
2022,2611606,84,187067
2022,2611606,85,37627
2022,2611606,86,54550
2022,2611606,87,1990
2022,2611606,88,1908
2022,2611606,90,518
2022,2611606,91,55
2022,2611606,92,9
2022,2611606,93,4409
2022,2611606,94,11253
2022,2611606,95,1786
2022,2611606,96,3457
2022,2611606,97,6
2022,2611606,99,18
2023,2611606,01,683
2023,2611606,02,6
2023,2611606,03,42
2023,2611606,05,14
2023,2611606,08,73
2023,2611606,10,6678
2023,2611606,11,1566
2023,2611606,12,1
2023,2611606,13,389
2023,2611606,14,2447
2023,2611606,15,87
2023,2611606,16,270
2023,2611606,17,303
2023,2611606,18,1172
2023,2611606,19,73
2023,2611606,20,1650
2023,2611606,21,590
2023,2611606,22,868
2023,2611606,23,1715
2023,2611606,24,975
2023,2611606,25,1728
2023,2611606,26,260
2023,2611606,27,963
2023,2611606,28,573
2023,2611606,29,452
2023,2611606,30,23
2023,2611606,31,658
2023,2611606,32,1081
2023,2611606,33,3249
2023,2611606,35,3084
2023,2611606,36,2995
2023,2611606,37,951
2023,2611606,38,3602
2023,2611606,39,4
2023,2611606,41,22435
2023,2611606,42,6203
2023,2611606,43,8427
2023,2611606,45,12938
2023,2611606,46,26417
2023,2611606,47,66425
2023,2611606,49,11809
2023,2611606,50,151
2023,2611606,51,1530
2023,2611606,52,7225
2023,2611606,53,2735
2023,2611606,55,3235
2023,2611606,56,28038
2023,2611606,58,1289
2023,2611606,59,382
2023,2611606,60,887
2023,2611606,61,3592
2023,2611606,62,10886
2023,2611606,63,1267
2023,2611606,64,8049
2023,2611606,65,1741
2023,2611606,66,2264
2023,2611606,68,3440
2023,2611606,69,7643
2023,2611606,70,4488
2023,2611606,71,8221
2023,2611606,72,568
2023,2611606,73,3925
2023,2611606,74,2958
2023,2611606,75,444
2023,2611606,77,7319
2023,2611606,78,27365
2023,2611606,79,1544
2023,2611606,80,19927
2023,2611606,81,32787
2023,2611606,82,24962
2023,2611606,84,187861
2023,2611606,85,38420
2023,2611606,86,55793
2023,2611606,87,1668
2023,2611606,88,2032
2023,2611606,90,589
2023,2611606,91,57
2023,2611606,92,9
2023,2611606,93,4804
2023,2611606,94,12321
2023,2611606,95,1680
2023,2611606,96,3347
2023,2611606,99,59
2002,2800308,NA,143951
2003,2800308,NA,146361
2004,2800308,NA,152594
2005,2800308,NA,163190
2006,2800308,00,27777
2006,2800308,01,1122
2006,2800308,03,7
2006,2800308,06,572
2006,2800308,08,56
2006,2800308,09,92
2006,2800308,10,1231
2006,2800308,11,132
2006,2800308,12,14
2006,2800308,13,1996
2006,2800308,14,1170
2006,2800308,15,66
2006,2800308,16,94
2006,2800308,17,143
2006,2800308,18,277
2006,2800308,19,91
2006,2800308,20,101
2006,2800308,21,23
2006,2800308,22,403
2006,2800308,23,741
2006,2800308,24,30
2006,2800308,25,409
2006,2800308,26,97
2006,2800308,27,928
2006,2800308,28,60
2006,2800308,29,31
2006,2800308,30,101
2006,2800308,31,330
2006,2800308,32,163
2006,2800308,33,203
2006,2800308,35,1002
2006,2800308,36,848
2006,2800308,37,4
2006,2800308,38,37
2006,2800308,41,9004
2006,2800308,42,1116
2006,2800308,43,2232
2006,2800308,45,2850
2006,2800308,46,3613
2006,2800308,47,21101
2006,2800308,49,4788
2006,2800308,50,24
2006,2800308,51,59
2006,2800308,52,402
2006,2800308,53,612
2006,2800308,55,1456
2006,2800308,56,4813
2006,2800308,58,469
2006,2800308,59,82
2006,2800308,60,777
2006,2800308,61,313
2006,2800308,62,200
2006,2800308,63,728
2006,2800308,64,2221
2006,2800308,65,431
2006,2800308,66,464
2006,2800308,68,180
2006,2800308,69,650
2006,2800308,70,47
2006,2800308,71,476
2006,2800308,72,307
2006,2800308,73,150
2006,2800308,74,303
2006,2800308,75,25
2006,2800308,77,638
2006,2800308,78,1952
2006,2800308,79,259
2006,2800308,80,3530
2006,2800308,81,5289
2006,2800308,82,2224
2006,2800308,84,42484
2006,2800308,85,7266
2006,2800308,86,8041
2006,2800308,87,1483
2006,2800308,88,672
2006,2800308,90,95
2006,2800308,91,17
2006,2800308,92,5
2006,2800308,93,761
2006,2800308,94,3201
2006,2800308,95,258
2006,2800308,96,595
2006,2800308,97,84
2006,2800308,99,4
2007,2800308,00,4738
2007,2800308,01,963
2007,2800308,02,3
2007,2800308,03,6
2007,2800308,06,1326
2007,2800308,07,2
2007,2800308,08,93
2007,2800308,09,211
2007,2800308,10,1190
2007,2800308,11,26
2007,2800308,12,20
2007,2800308,13,1742
2007,2800308,14,1255
2007,2800308,15,61
2007,2800308,16,99
2007,2800308,17,116
2007,2800308,18,282
2007,2800308,19,86
2007,2800308,20,110
2007,2800308,21,26
2007,2800308,22,415
2007,2800308,23,306
2007,2800308,24,16
2007,2800308,25,493
2007,2800308,26,245
2007,2800308,27,838
2007,2800308,28,49
2007,2800308,29,34
2007,2800308,30,75
2007,2800308,31,403
2007,2800308,32,60
2007,2800308,33,251
2007,2800308,35,988
2007,2800308,36,833
2007,2800308,38,7
2007,2800308,41,10467
2007,2800308,42,1666
2007,2800308,43,2674
2007,2800308,45,3220
2007,2800308,46,4180
2007,2800308,47,21982
2007,2800308,49,4922
2007,2800308,50,59
2007,2800308,51,113
2007,2800308,52,515
2007,2800308,53,661
2007,2800308,55,1604
2007,2800308,56,5111
2007,2800308,58,499
2007,2800308,59,84
2007,2800308,60,786
2007,2800308,61,253
2007,2800308,62,265
2007,2800308,63,589
2007,2800308,64,2151
2007,2800308,65,437
2007,2800308,66,550
2007,2800308,68,207
2007,2800308,69,645
2007,2800308,70,47
2007,2800308,71,351
2007,2800308,72,320
2007,2800308,73,191
2007,2800308,74,235
2007,2800308,75,28
2007,2800308,77,835
2007,2800308,78,1720
2007,2800308,79,264
2007,2800308,80,3893
2007,2800308,81,5246
2007,2800308,82,2189
2007,2800308,84,39345
2007,2800308,85,35629
2007,2800308,86,9363
2007,2800308,87,1334
2007,2800308,88,585
2007,2800308,90,73
2007,2800308,91,18
2007,2800308,92,6
2007,2800308,93,789
2007,2800308,94,3112
2007,2800308,95,387
2007,2800308,96,851
2007,2800308,97,67
2008,2800308,00,1580
2008,2800308,01,1742
2008,2800308,03,3
2008,2800308,05,3
2008,2800308,06,1385
2008,2800308,07,2
2008,2800308,08,94
2008,2800308,09,327
2008,2800308,10,1203
2008,2800308,11,25
2008,2800308,12,22
2008,2800308,13,1345
2008,2800308,14,1376
2008,2800308,15,35
2008,2800308,16,99
2008,2800308,17,141
2008,2800308,18,379
2008,2800308,19,78
2008,2800308,20,112
2008,2800308,21,11
2008,2800308,22,482
2008,2800308,23,861
2008,2800308,24,25
2008,2800308,25,664
2008,2800308,26,228
2008,2800308,27,772
2008,2800308,28,57
2008,2800308,29,34
2008,2800308,30,15
2008,2800308,31,382
2008,2800308,32,84
2008,2800308,33,206
2008,2800308,35,1001
2008,2800308,36,1345
2008,2800308,38,9
2008,2800308,41,10675
2008,2800308,42,1292
2008,2800308,43,3244
2008,2800308,45,3459
2008,2800308,46,4491
2008,2800308,47,23312
2008,2800308,49,5250
2008,2800308,50,68
2008,2800308,51,119
2008,2800308,52,537
2008,2800308,53,770
2008,2800308,55,1809
2008,2800308,56,5408
2008,2800308,58,522
2008,2800308,59,79
2008,2800308,60,571
2008,2800308,61,249
2008,2800308,62,317
2008,2800308,63,707
2008,2800308,64,1938
2008,2800308,65,458
2008,2800308,66,573
2008,2800308,68,243
2008,2800308,69,840
2008,2800308,70,123
2008,2800308,71,771
2008,2800308,72,268
2008,2800308,73,217
2008,2800308,74,121
2008,2800308,75,15
2008,2800308,77,968
2008,2800308,78,2199
2008,2800308,79,371
2008,2800308,80,4298
2008,2800308,81,5853
2008,2800308,82,1688
2008,2800308,84,58725
2008,2800308,85,9206
2008,2800308,86,9995
2008,2800308,87,69
2008,2800308,88,765
2008,2800308,90,123
2008,2800308,91,21
2008,2800308,92,7
2008,2800308,93,565
2008,2800308,94,3218
2008,2800308,95,409
2008,2800308,96,1002
2008,2800308,97,74
2009,2800308,01,1633
2009,2800308,03,3
2009,2800308,05,1
2009,2800308,06,1430
2009,2800308,08,88
2009,2800308,09,472
2009,2800308,10,1142
2009,2800308,11,522
2009,2800308,12,41
2009,2800308,13,1029
2009,2800308,14,1424
2009,2800308,15,33
2009,2800308,16,76
2009,2800308,17,111
2009,2800308,18,370
2009,2800308,19,91
2009,2800308,20,111
2009,2800308,21,13
2009,2800308,22,469
2009,2800308,23,918
2009,2800308,24,22
2009,2800308,25,612
2009,2800308,26,218
2009,2800308,27,691
2009,2800308,28,69
2009,2800308,29,44
2009,2800308,31,487
2009,2800308,32,149
2009,2800308,33,213
2009,2800308,35,990
2009,2800308,36,866
2009,2800308,38,2265
2009,2800308,41,11734
2009,2800308,42,1307
2009,2800308,43,1801
2009,2800308,45,3858
2009,2800308,46,4525
2009,2800308,47,23766
2009,2800308,49,5269
2009,2800308,50,42
2009,2800308,51,109
2009,2800308,52,711
2009,2800308,53,715
2009,2800308,55,1999
2009,2800308,56,5765
2009,2800308,58,418
2009,2800308,59,95
2009,2800308,60,579
2009,2800308,61,237
2009,2800308,62,447
2009,2800308,63,877
2009,2800308,64,2185
2009,2800308,65,404
2009,2800308,66,701
2009,2800308,68,288
2009,2800308,69,1050
2009,2800308,70,45
2009,2800308,71,588
2009,2800308,72,293
2009,2800308,73,217
2009,2800308,74,139
2009,2800308,75,17
2009,2800308,77,963
2009,2800308,78,2711
2009,2800308,79,491
2009,2800308,80,4938
2009,2800308,81,7310
2009,2800308,82,1733
2009,2800308,84,63744
2009,2800308,85,9691
2009,2800308,86,9797
2009,2800308,87,76
2009,2800308,88,729
2009,2800308,90,115
2009,2800308,91,30
2009,2800308,92,3
2009,2800308,93,622
2009,2800308,94,3852
2009,2800308,95,418
2009,2800308,96,1074
2009,2800308,97,81
2010,2800308,01,1556
2010,2800308,02,15
2010,2800308,03,4
2010,2800308,06,864
2010,2800308,07,1
2010,2800308,08,55
2010,2800308,09,234
2010,2800308,10,1530
2010,2800308,11,567
2010,2800308,12,24
2010,2800308,13,1141
2010,2800308,14,1344
2010,2800308,15,45
2010,2800308,16,247
2010,2800308,17,114
2010,2800308,18,448
2010,2800308,19,631
2010,2800308,20,94
2010,2800308,21,13
2010,2800308,22,437
2010,2800308,23,392
2010,2800308,24,23
2010,2800308,25,610
2010,2800308,26,237
2010,2800308,27,764
2010,2800308,28,110
2010,2800308,29,41
2010,2800308,31,351
2010,2800308,32,102
2010,2800308,33,330
2010,2800308,35,1095
2010,2800308,36,846
2010,2800308,37,3
2010,2800308,38,2869
2010,2800308,41,15729
2010,2800308,42,1568
2010,2800308,43,2540
2010,2800308,45,4160
2010,2800308,46,4535
2010,2800308,47,25698
2010,2800308,49,6020
2010,2800308,50,46
2010,2800308,51,152
2010,2800308,52,499
2010,2800308,53,748
2010,2800308,55,1957
2010,2800308,56,6604
2010,2800308,58,594
2010,2800308,59,117
2010,2800308,60,572
2010,2800308,61,286
2010,2800308,62,662
2010,2800308,63,746
2010,2800308,64,2168
2010,2800308,65,496
2010,2800308,66,810
2010,2800308,68,312
2010,2800308,69,1189
2010,2800308,70,146
2010,2800308,71,751
2010,2800308,72,306
2010,2800308,73,255
2010,2800308,74,150
2010,2800308,75,15
2010,2800308,77,1086
2010,2800308,78,2493
2010,2800308,79,514
2010,2800308,80,5272
2010,2800308,81,8406
2010,2800308,82,2121
2010,2800308,84,58936
2010,2800308,85,10473
2010,2800308,86,16074
2010,2800308,87,78
2010,2800308,88,388
2010,2800308,90,101
2010,2800308,91,4
2010,2800308,92,4
2010,2800308,93,650
2010,2800308,94,3242
2010,2800308,95,486
2010,2800308,96,1345
2010,2800308,97,26
2011,2800308,01,804
2011,2800308,02,3
2011,2800308,03,6
2011,2800308,06,923
2011,2800308,08,20
2011,2800308,09,375
2011,2800308,10,1439
2011,2800308,11,601
2011,2800308,12,23
2011,2800308,13,1133
2011,2800308,14,1000
2011,2800308,15,42
2011,2800308,16,55
2011,2800308,17,121
2011,2800308,18,516
2011,2800308,19,601
2011,2800308,20,109
2011,2800308,21,23
2011,2800308,22,385
2011,2800308,23,482
2011,2800308,24,31
2011,2800308,25,720
2011,2800308,26,249
2011,2800308,27,672
2011,2800308,28,127
2011,2800308,29,38
2011,2800308,31,664
2011,2800308,32,214
2011,2800308,33,342
2011,2800308,35,1109
2011,2800308,36,826
2011,2800308,37,16
2011,2800308,38,2906
2011,2800308,41,16114
2011,2800308,42,1659
2011,2800308,43,3338
2011,2800308,45,4552
2011,2800308,46,4613
2011,2800308,47,26767
2011,2800308,49,5977
2011,2800308,50,41
2011,2800308,51,187
2011,2800308,52,585
2011,2800308,53,801
2011,2800308,55,1946
2011,2800308,56,7106
2011,2800308,58,588
2011,2800308,59,104
2011,2800308,60,593
2011,2800308,61,321
2011,2800308,62,532
2011,2800308,63,909
2011,2800308,64,1480
2011,2800308,65,479
2011,2800308,66,904
2011,2800308,68,366
2011,2800308,69,1367
2011,2800308,70,177
2011,2800308,71,775
2011,2800308,72,314
2011,2800308,73,366
2011,2800308,74,1171
2011,2800308,75,29
2011,2800308,77,1094
2011,2800308,78,1930
2011,2800308,79,605
2011,2800308,80,5324
2011,2800308,81,9197
2011,2800308,82,2492
2011,2800308,84,59788
2011,2800308,85,11285
2011,2800308,86,17030
2011,2800308,87,166
2011,2800308,88,486
2011,2800308,90,113
2011,2800308,91,12
2011,2800308,92,8
2011,2800308,93,705
2011,2800308,94,3101
2011,2800308,95,570
2011,2800308,96,1511
2011,2800308,97,72
2011,2800308,99,1
2012,2800308,01,770
2012,2800308,02,2
2012,2800308,03,7
2012,2800308,05,38
2012,2800308,06,921
2012,2800308,08,33
2012,2800308,09,497
2012,2800308,10,1669
2012,2800308,11,684
2012,2800308,12,20
2012,2800308,13,867
2012,2800308,14,907
2012,2800308,15,50
2012,2800308,16,185
2012,2800308,17,131
2012,2800308,18,592
2012,2800308,19,664
2012,2800308,20,288
2012,2800308,21,5
2012,2800308,22,260
2012,2800308,23,591
2012,2800308,24,64
2012,2800308,25,573
2012,2800308,26,186
2012,2800308,27,777
2012,2800308,28,86
2012,2800308,29,58
2012,2800308,31,747
2012,2800308,32,261
2012,2800308,33,449
2012,2800308,35,1099
2012,2800308,36,803
2012,2800308,37,16
2012,2800308,38,2261
2012,2800308,41,17046
2012,2800308,42,1393
2012,2800308,43,3553
2012,2800308,45,4753
2012,2800308,46,5055
2012,2800308,47,27687
2012,2800308,49,6345
2012,2800308,50,24
2012,2800308,51,115
2012,2800308,52,611
2012,2800308,53,776
2012,2800308,55,2019
2012,2800308,56,7181
2012,2800308,58,567
2012,2800308,59,124
2012,2800308,60,596
2012,2800308,61,536
2012,2800308,62,571
2012,2800308,63,477
2012,2800308,64,2344
2012,2800308,65,467
2012,2800308,66,1384
2012,2800308,68,468
2012,2800308,69,1477
2012,2800308,70,145
2012,2800308,71,843
2012,2800308,72,311
2012,2800308,73,446
2012,2800308,74,1238
2012,2800308,75,26
2012,2800308,77,1272
2012,2800308,78,1883
2012,2800308,79,571
2012,2800308,80,5528
2012,2800308,81,10607
2012,2800308,82,2797
2012,2800308,84,57612
2012,2800308,85,11583
2012,2800308,86,17576
2012,2800308,87,178
2012,2800308,88,673
2012,2800308,90,128
2012,2800308,91,12
2012,2800308,92,2
2012,2800308,93,776
2012,2800308,94,3159
2012,2800308,95,581
2012,2800308,96,1670
2012,2800308,97,59
2012,2800308,99,7
2013,2800308,01,806
2013,2800308,03,9
2013,2800308,05,41
2013,2800308,06,899
2013,2800308,08,23
2013,2800308,09,168
2013,2800308,10,1647
2013,2800308,11,57
2013,2800308,12,17
2013,2800308,13,879
2013,2800308,14,866
2013,2800308,15,51
2013,2800308,16,130
2013,2800308,17,145
2013,2800308,18,513
2013,2800308,19,669
2013,2800308,20,283
2013,2800308,22,251
2013,2800308,23,607
2013,2800308,24,97
2013,2800308,25,553
2013,2800308,26,210
2013,2800308,27,904
2013,2800308,28,81
2013,2800308,29,37
2013,2800308,31,719
2013,2800308,32,313
2013,2800308,33,514
2013,2800308,35,1092
2013,2800308,36,774
2013,2800308,37,22
2013,2800308,38,2577
2013,2800308,41,18302
2013,2800308,42,1697
2013,2800308,43,3912
2013,2800308,45,4566
2013,2800308,46,4890
2013,2800308,47,27568
2013,2800308,49,5748
2013,2800308,50,15
2013,2800308,51,197
2013,2800308,52,689
2013,2800308,53,874
2013,2800308,55,1990
2013,2800308,56,7353
2013,2800308,58,513
2013,2800308,59,116
2013,2800308,60,551
2013,2800308,61,600
2013,2800308,62,655
2013,2800308,63,505
2013,2800308,64,2314
2013,2800308,65,589
2013,2800308,66,1267
2013,2800308,68,590
2013,2800308,69,1707
2013,2800308,70,133
2013,2800308,71,1041
2013,2800308,72,319
2013,2800308,73,505
2013,2800308,74,846
2013,2800308,75,26
2013,2800308,77,1425
2013,2800308,78,1665
2013,2800308,79,491
2013,2800308,80,5563
2013,2800308,81,8189
2013,2800308,82,6912
2013,2800308,84,56423
2013,2800308,85,11966
2013,2800308,86,18448
2013,2800308,87,246
2013,2800308,88,673
2013,2800308,90,123
2013,2800308,91,11
2013,2800308,92,12
2013,2800308,93,847
2013,2800308,94,3210
2013,2800308,95,591
2013,2800308,96,1713
2013,2800308,97,42
2013,2800308,99,5
2014,2800308,01,587
2014,2800308,03,6
2014,2800308,05,40
2014,2800308,06,835
2014,2800308,08,20
2014,2800308,09,257
2014,2800308,10,1724
2014,2800308,11,47
2014,2800308,12,18
2014,2800308,13,923
2014,2800308,14,591
2014,2800308,15,39
2014,2800308,16,140
2014,2800308,17,153
2014,2800308,18,492
2014,2800308,19,630
2014,2800308,20,320
2014,2800308,22,256
2014,2800308,23,590
2014,2800308,24,87
2014,2800308,25,650
2014,2800308,26,303
2014,2800308,27,729
2014,2800308,28,91
2014,2800308,29,32
2014,2800308,31,633
2014,2800308,32,264
2014,2800308,33,518
2014,2800308,35,1099
2014,2800308,36,827
2014,2800308,37,41
2014,2800308,38,2390
2014,2800308,41,17918
2014,2800308,42,1229
2014,2800308,43,4447
2014,2800308,45,4799
2014,2800308,46,5514
2014,2800308,47,28078
2014,2800308,49,6639
2014,2800308,50,13
2014,2800308,51,192
2014,2800308,52,760
2014,2800308,53,824
2014,2800308,55,2036
2014,2800308,56,7942
2014,2800308,58,482
2014,2800308,59,153
2014,2800308,60,553
2014,2800308,61,402
2014,2800308,62,624
2014,2800308,63,456
2014,2800308,64,2400
2014,2800308,65,668
2014,2800308,66,940
2014,2800308,68,558
2014,2800308,69,1851
2014,2800308,70,152
2014,2800308,71,710
2014,2800308,72,431
2014,2800308,73,592
2014,2800308,74,1336
2014,2800308,75,33
2014,2800308,77,1716
2014,2800308,78,1680
2014,2800308,79,554
2014,2800308,80,5669
2014,2800308,81,12410
2014,2800308,82,7726
2014,2800308,84,53731
2014,2800308,85,15494
2014,2800308,86,19685
2014,2800308,87,287
2014,2800308,88,687
2014,2800308,90,76
2014,2800308,91,14
2014,2800308,92,13
2014,2800308,93,970
2014,2800308,94,2949
2014,2800308,95,531
2014,2800308,96,1894
2014,2800308,97,45
2014,2800308,99,5
2015,2800308,01,364
2015,2800308,02,2
2015,2800308,03,1
2015,2800308,05,4
2015,2800308,06,822
2015,2800308,08,28
2015,2800308,09,160
2015,2800308,10,1641
2015,2800308,11,6
2015,2800308,12,20
2015,2800308,13,743
2015,2800308,14,537
2015,2800308,15,43
2015,2800308,16,71
2015,2800308,17,122
2015,2800308,18,483
2015,2800308,19,551
2015,2800308,20,288
2015,2800308,22,237
2015,2800308,23,515
2015,2800308,24,105
2015,2800308,25,531
2015,2800308,26,223
2015,2800308,27,735
2015,2800308,28,83
2015,2800308,29,27
2015,2800308,31,441
2015,2800308,32,267
2015,2800308,33,536
2015,2800308,35,1082
2015,2800308,36,878
2015,2800308,37,18
2015,2800308,38,2096
2015,2800308,41,15362
2015,2800308,42,1108
2015,2800308,43,4029
2015,2800308,45,4457
2015,2800308,46,5249
2015,2800308,47,27200
2015,2800308,49,6717
2015,2800308,50,14
2015,2800308,51,133
2015,2800308,52,640
2015,2800308,53,785
2015,2800308,55,2084
2015,2800308,56,8218
2015,2800308,58,386
2015,2800308,59,148
2015,2800308,60,554
2015,2800308,61,427
2015,2800308,62,651
2015,2800308,63,473
2015,2800308,64,2328
2015,2800308,65,537
2015,2800308,66,865
2015,2800308,68,714
2015,2800308,69,1847
2015,2800308,70,341
2015,2800308,71,728
2015,2800308,72,147
2015,2800308,73,402
2015,2800308,74,1020
2015,2800308,75,47
2015,2800308,77,1404
2015,2800308,78,1705
2015,2800308,79,475
2015,2800308,80,5725
2015,2800308,81,12969
2015,2800308,82,7777
2015,2800308,84,45666
2015,2800308,85,12873
2015,2800308,86,22000
2015,2800308,87,330
2015,2800308,88,635
2015,2800308,90,44
2015,2800308,91,22
2015,2800308,92,10
2015,2800308,93,1071
2015,2800308,94,2883
2015,2800308,95,480
2015,2800308,96,1706
2015,2800308,97,14
2015,2800308,99,4
2016,2800308,01,516
2016,2800308,02,2
2016,2800308,03,3
2016,2800308,06,741
2016,2800308,08,18
2016,2800308,09,111
2016,2800308,10,1720
2016,2800308,11,11
2016,2800308,12,10
2016,2800308,13,925
2016,2800308,14,483
2016,2800308,15,32
2016,2800308,16,46
2016,2800308,17,110
2016,2800308,18,409
2016,2800308,19,388
2016,2800308,20,265
2016,2800308,22,219
2016,2800308,23,333
2016,2800308,24,98
2016,2800308,25,419
2016,2800308,26,214
2016,2800308,27,814
2016,2800308,28,73
2016,2800308,29,27
2016,2800308,31,463
2016,2800308,32,238
2016,2800308,33,304
2016,2800308,35,1046
2016,2800308,36,926
2016,2800308,37,18
2016,2800308,38,1039
2016,2800308,41,11476
2016,2800308,42,937
2016,2800308,43,3490
2016,2800308,45,4368
2016,2800308,46,5185
2016,2800308,47,26221
2016,2800308,49,6188
2016,2800308,50,10
2016,2800308,51,163
2016,2800308,52,689
2016,2800308,53,716
2016,2800308,55,1945
2016,2800308,56,7872
2016,2800308,58,316
2016,2800308,59,147
2016,2800308,60,521
2016,2800308,61,454
2016,2800308,62,574
2016,2800308,63,494
2016,2800308,64,2274
2016,2800308,65,703
2016,2800308,66,871
2016,2800308,68,782
2016,2800308,69,1818
2016,2800308,70,362
2016,2800308,71,562
2016,2800308,72,214
2016,2800308,73,536
2016,2800308,74,1028
2016,2800308,75,56
2016,2800308,77,1460
2016,2800308,78,2256
2016,2800308,79,412
2016,2800308,80,6513
2016,2800308,81,13629
2016,2800308,82,8166
2016,2800308,84,52642
2016,2800308,85,13117
2016,2800308,86,19691
2016,2800308,87,337
2016,2800308,88,715
2016,2800308,90,137
2016,2800308,91,5
2016,2800308,92,10
2016,2800308,93,1098
2016,2800308,94,2870
2016,2800308,95,433
2016,2800308,96,1528
2016,2800308,97,9
2016,2800308,99,4
2017,2800308,01,503
2017,2800308,02,2
2017,2800308,03,3
2017,2800308,06,576
2017,2800308,08,19
2017,2800308,09,117
2017,2800308,10,1584
2017,2800308,11,12
2017,2800308,13,872
2017,2800308,14,411
2017,2800308,15,25
2017,2800308,16,39
2017,2800308,17,108
2017,2800308,18,388
2017,2800308,19,313
2017,2800308,20,251
2017,2800308,22,223
2017,2800308,23,357
2017,2800308,24,71
2017,2800308,25,520
2017,2800308,26,177
2017,2800308,27,1025
2017,2800308,28,78
2017,2800308,29,28
2017,2800308,31,372
2017,2800308,32,217
2017,2800308,33,284
2017,2800308,35,971
2017,2800308,36,944
2017,2800308,37,49
2017,2800308,38,1437
2017,2800308,41,9137
2017,2800308,42,1016
2017,2800308,43,3221
2017,2800308,45,4234
2017,2800308,46,4891
2017,2800308,47,26103
2017,2800308,49,6217
2017,2800308,50,10
2017,2800308,51,162
2017,2800308,52,665
2017,2800308,53,686
2017,2800308,55,2101
2017,2800308,56,8056
2017,2800308,58,240
2017,2800308,59,149
2017,2800308,60,472
2017,2800308,61,426
2017,2800308,62,642
2017,2800308,63,411
2017,2800308,64,2231
2017,2800308,65,831
2017,2800308,66,817
2017,2800308,68,745
2017,2800308,69,1841
2017,2800308,70,240
2017,2800308,71,483
2017,2800308,72,245
2017,2800308,73,447
2017,2800308,74,1004
2017,2800308,75,59
2017,2800308,77,1379
2017,2800308,78,3321
2017,2800308,79,394
2017,2800308,80,4026
2017,2800308,81,13580
2017,2800308,82,8414
2017,2800308,84,54669
2017,2800308,85,13165
2017,2800308,86,20392
2017,2800308,87,370
2017,2800308,88,816
2017,2800308,90,52
2017,2800308,91,2
2017,2800308,92,8
2017,2800308,93,1085
2017,2800308,94,2762
2017,2800308,95,492
2017,2800308,96,1432
2017,2800308,97,9
2018,2800308,01,447
2018,2800308,02,2
2018,2800308,03,3
2018,2800308,06,588
2018,2800308,08,23
2018,2800308,09,121
2018,2800308,10,1666
2018,2800308,11,29
2018,2800308,13,742
2018,2800308,14,325
2018,2800308,15,41
2018,2800308,16,36
2018,2800308,17,159
2018,2800308,18,355
2018,2800308,19,282
2018,2800308,20,230
2018,2800308,22,257
2018,2800308,23,294
2018,2800308,24,82
2018,2800308,25,462
2018,2800308,26,121
2018,2800308,27,1267
2018,2800308,28,72
2018,2800308,29,24
2018,2800308,31,306
2018,2800308,32,219
2018,2800308,33,412
2018,2800308,35,945
2018,2800308,36,969
2018,2800308,38,1498
2018,2800308,41,8284
2018,2800308,42,2358
2018,2800308,43,2660
2018,2800308,45,4063
2018,2800308,46,4967
2018,2800308,47,25600
2018,2800308,49,6142
2018,2800308,50,12
2018,2800308,51,163
2018,2800308,52,634
2018,2800308,53,696
2018,2800308,55,1906
2018,2800308,56,8296
2018,2800308,58,194
2018,2800308,59,155
2018,2800308,60,462
2018,2800308,61,498
2018,2800308,62,676
2018,2800308,63,318
2018,2800308,64,2189
2018,2800308,65,888
