ano,mes,cnae_divisao,saldo_nacional,fonte
2007,1,00,65218,antigo
2007,1,01,4286,antigo
2007,1,02,260,antigo
2007,1,03,120,antigo
2007,1,05,2,antigo
2007,1,06,2,antigo
2007,1,07,11,antigo
2007,1,08,94,antigo
2007,1,09,1,antigo
2007,1,10,705,antigo
2007,1,11,29,antigo
2007,1,13,172,antigo
2007,1,14,912,antigo
2007,1,15,272,antigo
2007,1,16,185,antigo
2007,1,17,69,antigo
2007,1,18,113,antigo
2007,1,19,139,antigo
2007,1,20,295,antigo
2007,1,21,8,antigo
2007,1,22,396,antigo
2007,1,23,157,antigo
2007,1,24,71,antigo
2007,1,25,263,antigo
2007,1,26,37,antigo
2007,1,27,95,antigo
2007,1,28,176,antigo
2007,1,29,81,antigo
2007,1,30,14,antigo
2007,1,31,130,antigo
2007,1,32,102,antigo
2007,1,33,115,antigo
2007,1,35,18,antigo
2007,1,37,30,antigo
2007,1,38,197,antigo
2007,1,39,0,antigo
2007,1,41,3177,antigo
2007,1,42,1248,antigo
2007,1,43,1059,antigo
2007,1,45,1635,antigo
2007,1,46,1467,antigo
2007,1,47,9223,antigo
2007,1,49,901,antigo
2007,1,50,10,antigo
2007,1,51,4,antigo
2007,1,52,841,antigo
2007,1,53,85,antigo
2007,1,55,349,antigo
2007,1,56,3042,antigo
2007,1,58,43,antigo
2007,1,59,53,antigo
2007,1,60,32,antigo
2007,1,61,94,antigo
2007,1,62,60,antigo
2007,1,63,296,antigo
2007,1,64,84,antigo
2007,1,65,96,antigo
2007,1,66,97,antigo
2007,1,68,164,antigo
2007,1,69,424,antigo
2007,1,70,71,antigo
2007,1,71,258,antigo
2007,1,72,3,antigo
2007,1,73,37,antigo
2007,1,74,117,antigo
2007,1,75,20,antigo
2007,1,77,210,antigo
2007,1,78,412,antigo
2007,1,79,86,antigo
2007,1,80,93,antigo
2007,1,81,756,antigo
2007,1,82,733,antigo
2007,1,84,11,antigo
2007,1,85,719,antigo
2007,1,86,820,antigo
2007,1,87,26,antigo
2007,1,88,23,antigo
2007,1,90,13,antigo
2007,1,91,188,antigo
2007,1,92,55,antigo
2007,1,93,360,antigo
2007,1,94,541,antigo
2007,1,95,139,antigo
2007,1,96,426,antigo
2007,1,97,60,antigo
2007,1,99,32,antigo
2007,2,00,102605,antigo
2007,2,01,5749,antigo
2007,2,02,447,antigo
2007,2,03,27,antigo
2007,2,05,13,antigo
2007,2,06,1,antigo
2007,2,07,3,antigo
2007,2,08,176,antigo
2007,2,09,12,antigo
2007,2,10,978,antigo
2007,2,11,14,antigo
2007,2,13,180,antigo
2007,2,14,1199,antigo
2007,2,15,756,antigo
2007,2,16,200,antigo
2007,2,17,83,antigo
2007,2,18,82,antigo
2007,2,19,193,antigo
2007,2,20,126,antigo
2007,2,21,2,antigo
2007,2,22,372,antigo
2007,2,23,190,antigo
2007,2,24,50,antigo
2007,2,25,462,antigo
2007,2,26,126,antigo
2007,2,27,52,antigo
2007,2,28,119,antigo
2007,2,29,44,antigo
2007,2,30,20,antigo
2007,2,31,137,antigo
2007,2,32,97,antigo
2007,2,33,149,antigo
2007,2,35,31,antigo
2007,2,36,4,antigo
2007,2,37,4,antigo
2007,2,38,194,antigo
2007,2,39,0,antigo
2007,2,41,3584,antigo
2007,2,42,2190,antigo
2007,2,43,989,antigo
2007,2,45,1524,antigo
2007,2,46,1793,antigo
2007,2,47,9906,antigo
2007,2,49,1149,antigo
2007,2,50,-3,antigo
2007,2,51,2,antigo
2007,2,52,420,antigo
2007,2,53,117,antigo
2007,2,55,581,antigo
2007,2,56,2782,antigo
2007,2,58,28,antigo
2007,2,59,88,antigo
2007,2,60,5,antigo
2007,2,61,32,antigo
2007,2,62,39,antigo
2007,2,63,234,antigo
2007,2,64,52,antigo
2007,2,65,28,antigo
2007,2,66,81,antigo
2007,2,68,88,antigo
2007,2,69,225,antigo
2007,2,70,75,antigo
2007,2,71,279,antigo
2007,2,72,2,antigo
2007,2,73,27,antigo
2007,2,74,128,antigo
2007,2,75,8,antigo
2007,2,77,213,antigo
2007,2,78,247,antigo
2007,2,79,92,antigo
2007,2,80,71,antigo
2007,2,81,876,antigo
2007,2,82,641,antigo
2007,2,84,17,antigo
2007,2,85,2151,antigo
2007,2,86,795,antigo
2007,2,87,30,antigo
2007,2,88,64,antigo
2007,2,90,35,antigo
2007,2,91,10,antigo
2007,2,92,9,antigo
2007,2,93,153,antigo
2007,2,94,620,antigo
2007,2,95,145,antigo
2007,2,96,440,antigo
2007,2,97,60,antigo
2007,2,99,0,antigo
2007,3,00,89961,antigo
2007,3,01,6399,antigo
2007,3,02,552,antigo
2007,3,03,18,antigo
2007,3,05,13,antigo
2007,3,06,-5,antigo
2007,3,07,12,antigo
2007,3,08,141,antigo
2007,3,09,46,antigo
2007,3,10,1444,antigo
2007,3,11,47,antigo
2007,3,12,3,antigo
2007,3,13,261,antigo
2007,3,14,1705,antigo
2007,3,15,973,antigo
2007,3,16,364,antigo
2007,3,17,54,antigo
2007,3,18,112,antigo
2007,3,19,454,antigo
2007,3,20,118,antigo
2007,3,21,14,antigo
2007,3,22,447,antigo
2007,3,23,415,antigo
2007,3,24,48,antigo
2007,3,25,437,antigo
2007,3,26,104,antigo
2007,3,27,45,antigo
2007,3,28,234,antigo
2007,3,29,55,antigo
2007,3,30,30,antigo
2007,3,31,216,antigo
2007,3,32,97,antigo
2007,3,33,168,antigo
2007,3,35,46,antigo
2007,3,36,3,antigo
2007,3,37,26,antigo
2007,3,38,44,antigo
2007,3,41,4782,antigo
2007,3,42,2836,antigo
2007,3,43,1406,antigo
2007,3,45,1834,antigo
2007,3,46,2356,antigo
2007,3,47,12877,antigo
2007,3,49,1765,antigo
2007,3,50,42,antigo
2007,3,51,8,antigo
2007,3,52,418,antigo
2007,3,53,155,antigo
2007,3,55,415,antigo
2007,3,56,3088,antigo
2007,3,58,20,antigo
2007,3,59,69,antigo
2007,3,60,20,antigo
2007,3,61,42,antigo
2007,3,62,45,antigo
2007,3,63,178,antigo
2007,3,64,101,antigo
2007,3,65,24,antigo
2007,3,66,155,antigo
2007,3,68,135,antigo
2007,3,69,244,antigo
2007,3,70,553,antigo
2007,3,71,244,antigo
2007,3,72,13,antigo
2007,3,73,125,antigo
2007,3,74,136,antigo
2007,3,75,19,antigo
2007,3,77,290,antigo
2007,3,78,429,antigo
2007,3,79,78,antigo
2007,3,80,90,antigo
2007,3,81,1064,antigo
2007,3,82,900,antigo
2007,3,84,-11,antigo
2007,3,85,1412,antigo
2007,3,86,885,antigo
2007,3,87,47,antigo
2007,3,88,48,antigo
2007,3,90,19,antigo
2007,3,91,11,antigo
2007,3,92,10,antigo
2007,3,93,253,antigo
2007,3,94,567,antigo
2007,3,95,229,antigo
2007,3,96,515,antigo
2007,3,97,92,antigo
2007,3,99,7,antigo
2007,4,00,245192,antigo
2007,4,01,6688,antigo
2007,4,02,1005,antigo
2007,4,03,26,antigo
2007,4,05,32,antigo
2007,4,06,-2,antigo
2007,4,07,69,antigo
2007,4,08,163,antigo
2007,4,09,47,antigo
2007,4,10,879,antigo
2007,4,11,86,antigo
2007,4,13,344,antigo
2007,4,14,1881,antigo
2007,4,15,1019,antigo
2007,4,16,285,antigo
2007,4,17,89,antigo
2007,4,18,178,antigo
2007,4,19,660,antigo
2007,4,20,195,antigo
2007,4,21,28,antigo
2007,4,22,462,antigo
2007,4,23,362,antigo
2007,4,24,48,antigo
2007,4,25,491,antigo
2007,4,26,69,antigo
2007,4,27,-2,antigo
2007,4,28,308,antigo
2007,4,29,90,antigo
2007,4,30,8,antigo
2007,4,31,321,antigo
2007,4,32,119,antigo
2007,4,33,193,antigo
2007,4,35,56,antigo
2007,4,36,4,antigo
2007,4,37,-20,antigo
2007,4,38,94,antigo
2007,4,41,5265,antigo
2007,4,42,3092,antigo
2007,4,43,1496,antigo
2007,4,45,2055,antigo
2007,4,46,2604,antigo
2007,4,47,14304,antigo
2007,4,49,2529,antigo
2007,4,50,12,antigo
2007,4,51,62,antigo
2007,4,52,542,antigo
2007,4,53,123,antigo
2007,4,55,384,antigo
2007,4,56,3774,antigo
2007,4,58,70,antigo
2007,4,59,132,antigo
2007,4,60,31,antigo
2007,4,61,98,antigo
2007,4,62,86,antigo
2007,4,63,305,antigo
2007,4,64,65,antigo
2007,4,65,29,antigo
2007,4,66,152,antigo
2007,4,68,156,antigo
2007,4,69,247,antigo
2007,4,70,-47,antigo
2007,4,71,104,antigo
2007,4,72,13,antigo
2007,4,73,53,antigo
2007,4,74,164,antigo
2007,4,75,14,antigo
2007,4,77,411,antigo
2007,4,78,431,antigo
2007,4,79,131,antigo
2007,4,80,278,antigo
2007,4,81,1306,antigo
2007,4,82,1016,antigo
2007,4,84,8,antigo
2007,4,85,1061,antigo
2007,4,86,1031,antigo
2007,4,87,41,antigo
2007,4,88,21,antigo
2007,4,90,30,antigo
2007,4,91,-7,antigo
2007,4,92,24,antigo
2007,4,93,311,antigo
2007,4,94,-4338,antigo
2007,4,95,213,antigo
2007,4,96,538,antigo
2007,4,97,104,antigo
2007,4,99,0,antigo
2007,5,00,146295,antigo
2007,5,01,6312,antigo
2007,5,02,853,antigo
2007,5,03,64,antigo
2007,5,05,19,antigo
2007,5,06,-1,antigo
2007,5,07,84,antigo
2007,5,08,129,antigo
2007,5,09,50,antigo
2007,5,10,1087,antigo
2007,5,11,18,antigo
2007,5,12,1,antigo
2007,5,13,467,antigo
2007,5,14,1778,antigo
2007,5,15,834,antigo
2007,5,16,521,antigo
2007,5,17,68,antigo
2007,5,18,125,antigo
2007,5,19,706,antigo
2007,5,20,311,antigo
2007,5,21,3,antigo
2007,5,22,325,antigo
2007,5,23,482,antigo
2007,5,24,16,antigo
2007,5,25,678,antigo
2007,5,26,62,antigo
2007,5,27,60,antigo
2007,5,28,486,antigo
2007,5,29,233,antigo
2007,5,30,30,antigo
2007,5,31,371,antigo
2007,5,32,205,antigo
2007,5,33,98,antigo
2007,5,35,48,antigo
2007,5,36,12,antigo
2007,5,37,10,antigo
2007,5,38,92,antigo
2007,5,39,5,antigo
2007,5,41,5045,antigo
2007,5,42,3549,antigo
2007,5,43,1505,antigo
2007,5,45,2339,antigo
2007,5,46,2608,antigo
2007,5,47,15980,antigo
2007,5,49,2568,antigo
2007,5,50,37,antigo
2007,5,51,30,antigo
2007,5,52,470,antigo
2007,5,53,147,antigo
2007,5,55,266,antigo
2007,5,56,4041,antigo
2007,5,58,138,antigo
2007,5,59,147,antigo
2007,5,60,57,antigo
2007,5,61,131,antigo
2007,5,62,200,antigo
2007,5,63,390,antigo
2007,5,64,199,antigo
2007,5,65,43,antigo
2007,5,66,229,antigo
2007,5,68,192,antigo
2007,5,69,297,antigo
2007,5,70,240,antigo
2007,5,71,69,antigo
2007,5,72,6,antigo
2007,5,73,102,antigo
2007,5,74,168,antigo
2007,5,75,14,antigo
2007,5,77,423,antigo
2007,5,78,605,antigo
2007,5,79,88,antigo
2007,5,80,291,antigo
2007,5,81,1396,antigo
2007,5,82,1519,antigo
2007,5,84,22,antigo
2007,5,85,825,antigo
2007,5,86,1188,antigo
2007,5,87,49,antigo
2007,5,88,11,antigo
2007,5,90,11,antigo
2007,5,91,13,antigo
2007,5,92,-39,antigo
2007,5,93,284,antigo
2007,5,94,473,antigo
2007,5,95,245,antigo
2007,5,96,568,antigo
2007,5,97,90,antigo
2007,5,99,11,antigo
2007,6,00,112808,antigo
2007,6,01,7738,antigo
2007,6,02,874,antigo
2007,6,03,101,antigo
2007,6,05,23,antigo
2007,6,06,-6,antigo
2007,6,07,68,antigo
2007,6,08,228,antigo
2007,6,09,67,antigo
2007,6,10,1934,antigo
2007,6,11,8,antigo
2007,6,12,6,antigo
2007,6,13,575,antigo
2007,6,14,1719,antigo
2007,6,15,860,antigo
2007,6,16,659,antigo
2007,6,17,117,antigo
2007,6,18,130,antigo
2007,6,19,95,antigo
2007,6,20,193,antigo
2007,6,21,28,antigo
2007,6,22,512,antigo
2007,6,23,460,antigo
2007,6,24,59,antigo
2007,6,25,487,antigo
2007,6,26,91,antigo
2007,6,27,153,antigo
2007,6,28,516,antigo
2007,6,29,198,antigo
2007,6,30,9,antigo
2007,6,31,412,antigo
2007,6,32,125,antigo
2007,6,33,106,antigo
2007,6,35,13,antigo
2007,6,36,3,antigo
2007,6,37,53,antigo
2007,6,38,60,antigo
2007,6,41,5725,antigo
2007,6,42,4460,antigo
2007,6,43,1899,antigo
2007,6,45,2493,antigo
2007,6,46,3175,antigo
2007,6,47,14789,antigo
2007,6,49,1865,antigo
2007,6,50,27,antigo
2007,6,51,2,antigo
2007,6,52,610,antigo
2007,6,53,180,antigo
2007,6,55,506,antigo
2007,6,56,3896,antigo
2007,6,58,107,antigo
2007,6,59,59,antigo
2007,6,60,24,antigo
2007,6,61,128,antigo
2007,6,62,132,antigo
2007,6,63,320,antigo
2007,6,64,347,antigo
2007,6,65,35,antigo
2007,6,66,185,antigo
2007,6,68,147,antigo
2007,6,69,300,antigo
2007,6,70,230,antigo
2007,6,71,-79,antigo
2007,6,72,15,antigo
2007,6,73,47,antigo
2007,6,74,98,antigo
2007,6,75,15,antigo
2007,6,77,563,antigo
2007,6,78,377,antigo
2007,6,79,100,antigo
2007,6,80,256,antigo
2007,6,81,1241,antigo
2007,6,82,2446,antigo
2007,6,84,-5,antigo
2007,6,85,538,antigo
2007,6,86,1411,antigo
2007,6,87,165,antigo
2007,6,88,77,antigo
2007,6,90,20,antigo
2007,6,91,-3,antigo
2007,6,92,2,antigo
2007,6,93,269,antigo
2007,6,94,-3,antigo
2007,6,95,219,antigo
2007,6,96,634,antigo
2007,6,97,131,antigo
2007,6,99,10,antigo
2007,7,00,58493,antigo
2007,7,01,4133,antigo
2007,7,02,716,antigo
2007,7,03,62,antigo
2007,7,05,-9,antigo
2007,7,06,8,antigo
2007,7,07,117,antigo
2007,7,08,96,antigo
2007,7,09,4,antigo
2007,7,10,297,antigo
2007,7,11,143,antigo
2007,7,12,4,antigo
2007,7,13,437,antigo
2007,7,14,1840,antigo
2007,7,15,952,antigo
2007,7,16,715,antigo
2007,7,17,164,antigo
2007,7,18,159,antigo
2007,7,19,29,antigo
2007,7,20,230,antigo
2007,7,21,24,antigo
2007,7,22,765,antigo
2007,7,23,614,antigo
2007,7,24,60,antigo
2007,7,25,570,antigo
2007,7,26,183,antigo
2007,7,27,81,antigo
2007,7,28,235,antigo
2007,7,29,218,antigo
2007,7,30,53,antigo
2007,7,31,478,antigo
2007,7,32,177,antigo
2007,7,33,228,antigo
2007,7,35,28,antigo
2007,7,36,4,antigo
2007,7,37,44,antigo
2007,7,38,150,antigo
2007,7,41,6261,antigo
2007,7,42,5810,antigo
2007,7,43,1984,antigo
2007,7,45,2658,antigo
2007,7,46,3108,antigo
2007,7,47,15004,antigo
2007,7,49,2864,antigo
2007,7,50,44,antigo
2007,7,51,22,antigo
2007,7,52,616,antigo
2007,7,53,158,antigo
2007,7,55,443,antigo
2007,7,56,3617,antigo
2007,7,58,78,antigo
2007,7,59,10,antigo
2007,7,60,57,antigo
2007,7,61,110,antigo
2007,7,62,210,antigo
2007,7,63,230,antigo
2007,7,64,232,antigo
2007,7,65,27,antigo
2007,7,66,242,antigo
2007,7,68,164,antigo
2007,7,69,557,antigo
2007,7,70,241,antigo
2007,7,71,430,antigo
2007,7,72,14,antigo
2007,7,73,124,antigo
2007,7,74,215,antigo
2007,7,75,6,antigo
2007,7,77,580,antigo
2007,7,78,1080,antigo
2007,7,79,126,antigo
2007,7,80,312,antigo
2007,7,81,1261,antigo
2007,7,82,1737,antigo
2007,7,84,-13,antigo
2007,7,85,729,antigo
2007,7,86,1380,antigo
2007,7,87,42,antigo
2007,7,88,95,antigo
2007,7,90,22,antigo
2007,7,91,6,antigo
2007,7,92,-21,antigo
2007,7,93,346,antigo
2007,7,94,559,antigo
2007,7,95,252,antigo
2007,7,96,406,antigo
2007,7,97,55,antigo
2007,7,99,0,antigo
2007,8,00,60451,antigo
2007,8,01,2130,antigo
2007,8,02,762,antigo
2007,8,03,54,antigo
2007,8,05,6,antigo
2007,8,06,6,antigo
2007,8,07,145,antigo
2007,8,08,201,antigo
2007,8,09,22,antigo
2007,8,10,1217,antigo
2007,8,11,77,antigo
2007,8,12,1,antigo
2007,8,13,404,antigo
2007,8,14,2205,antigo
2007,8,15,1537,antigo
2007,8,16,589,antigo
2007,8,17,113,antigo
2007,8,18,184,antigo
2007,8,19,28,antigo
2007,8,20,273,antigo
2007,8,21,9,antigo
2007,8,22,844,antigo
2007,8,23,360,antigo
2007,8,24,139,antigo
2007,8,25,616,antigo
2007,8,26,131,antigo
2007,8,27,139,antigo
2007,8,28,340,antigo
2007,8,29,199,antigo
2007,8,30,38,antigo
2007,8,31,419,antigo
2007,8,32,217,antigo
2007,8,33,163,antigo
2007,8,35,21,antigo
2007,8,36,15,antigo
2007,8,37,73,antigo
2007,8,38,144,antigo
2007,8,41,6354,antigo
2007,8,42,6133,antigo
2007,8,43,2029,antigo
2007,8,45,3217,antigo
2007,8,46,3143,antigo
2007,8,47,18437,antigo
2007,8,49,2138,antigo
2007,8,50,14,antigo
2007,8,51,34,antigo
2007,8,52,675,antigo
2007,8,53,126,antigo
2007,8,55,76,antigo
2007,8,56,4035,antigo
2007,8,58,168,antigo
2007,8,59,6,antigo
2007,8,60,33,antigo
2007,8,61,92,antigo
2007,8,62,167,antigo
2007,8,63,-170,antigo
2007,8,64,222,antigo
2007,8,65,29,antigo
2007,8,66,160,antigo
2007,8,68,221,antigo
2007,8,69,506,antigo
2007,8,70,173,antigo
2007,8,71,782,antigo
2007,8,72,12,antigo
2007,8,73,113,antigo
2007,8,74,162,antigo
2007,8,75,15,antigo
2007,8,77,545,antigo
2007,8,78,1001,antigo
2007,8,79,160,antigo
2007,8,80,97,antigo
2007,8,81,1357,antigo
2007,8,82,1390,antigo
2007,8,84,18,antigo
2007,8,85,1815,antigo
2007,8,86,1575,antigo
2007,8,87,58,antigo
2007,8,88,99,antigo
2007,8,90,98,antigo
2007,8,91,3,antigo
2007,8,92,11,antigo
2007,8,93,282,antigo
2007,8,94,592,antigo
2007,8,95,243,antigo
2007,8,96,538,antigo
2007,8,97,75,antigo
2007,8,99,-2,antigo
2007,9,00,169613,antigo
2007,9,01,3879,antigo
2007,9,02,833,antigo
2007,9,03,93,antigo
2007,9,05,10,antigo
2007,9,06,15,antigo
2007,9,07,52,antigo
2007,9,08,167,antigo
2007,9,09,48,antigo
2007,9,10,3041,antigo
2007,9,11,134,antigo
2007,9,12,-1,antigo
2007,9,13,478,antigo
2007,9,14,2822,antigo
2007,9,15,2608,antigo
2007,9,16,479,antigo
2007,9,17,315,antigo
2007,9,18,226,antigo
2007,9,19,86,antigo
2007,9,20,170,antigo
2007,9,21,2,antigo
2007,9,22,686,antigo
2007,9,23,648,antigo
2007,9,24,209,antigo
2007,9,25,806,antigo
2007,9,26,407,antigo
2007,9,27,166,antigo
2007,9,28,582,antigo
2007,9,29,185,antigo
2007,9,30,34,antigo
2007,9,31,355,antigo
2007,9,32,216,antigo
2007,9,33,106,antigo
2007,9,35,53,antigo
2007,9,36,6,antigo
2007,9,37,30,antigo
2007,9,38,142,antigo
2007,9,39,2,antigo
2007,9,41,6421,antigo
2007,9,42,5652,antigo
2007,9,43,1910,antigo
2007,9,45,3080,antigo
2007,9,46,3950,antigo
2007,9,47,19363,antigo
2007,9,49,1794,antigo
2007,9,50,24,antigo
2007,9,51,54,antigo
2007,9,52,873,antigo
2007,9,53,261,antigo
2007,9,55,543,antigo
2007,9,56,4162,antigo
2007,9,58,220,antigo
2007,9,59,26,antigo
2007,9,60,39,antigo
2007,9,61,135,antigo
2007,9,62,352,antigo
2007,9,63,192,antigo
2007,9,64,364,antigo
2007,9,65,9,antigo
2007,9,66,253,antigo
2007,9,68,298,antigo
2007,9,69,608,antigo
2007,9,70,480,antigo
2007,9,71,145,antigo
2007,9,72,3,antigo
2007,9,73,360,antigo
2007,9,74,217,antigo
2007,9,75,12,antigo
2007,9,77,458,antigo
2007,9,78,700,antigo
2007,9,79,94,antigo
2007,9,80,324,antigo
2007,9,81,1619,antigo
2007,9,82,2060,antigo
2007,9,84,17,antigo
2007,9,85,1150,antigo
2007,9,86,1286,antigo
2007,9,87,123,antigo
2007,9,88,46,antigo
2007,9,90,-16,antigo
2007,9,91,28,antigo
2007,9,92,-21,antigo
2007,9,93,304,antigo
2007,9,94,583,antigo
2007,9,95,326,antigo
2007,9,96,524,antigo
2007,9,97,61,antigo
2007,9,99,-1,antigo
2007,10,00,114953,antigo
2007,10,01,2241,antigo
2007,10,02,601,antigo
2007,10,03,66,antigo
2007,10,05,20,antigo
2007,10,06,-5,antigo
2007,10,07,2,antigo
2007,10,08,181,antigo
2007,10,09,59,antigo
2007,10,10,1747,antigo
2007,10,11,105,antigo
2007,10,12,3,antigo
2007,10,13,519,antigo
2007,10,14,3337,antigo
2007,10,15,2862,antigo
2007,10,16,549,antigo
2007,10,17,89,antigo
2007,10,18,206,antigo
2007,10,19,386,antigo
2007,10,20,213,antigo
2007,10,21,13,antigo
2007,10,22,824,antigo
2007,10,23,579,antigo
2007,10,24,64,antigo
2007,10,25,820,antigo
2007,10,26,301,antigo
2007,10,27,160,antigo
2007,10,28,361,antigo
2007,10,29,331,antigo
2007,10,30,40,antigo
2007,10,31,487,antigo
2007,10,32,216,antigo
2007,10,33,194,antigo
2007,10,35,4,antigo
2007,10,36,18,antigo
2007,10,37,47,antigo
2007,10,38,230,antigo
2007,10,39,-2,antigo
2007,10,41,6822,antigo
2007,10,42,7223,antigo
2007,10,43,1717,antigo
2007,10,45,3225,antigo
2007,10,46,4124,antigo
2007,10,47,24480,antigo
2007,10,49,2048,antigo
2007,10,50,226,antigo
2007,10,51,81,antigo
2007,10,52,704,antigo
2007,10,53,233,antigo
2007,10,55,856,antigo
2007,10,56,4824,antigo
2007,10,58,126,antigo
2007,10,59,104,antigo
2007,10,60,54,antigo
2007,10,61,92,antigo
2007,10,62,216,antigo
2007,10,63,210,antigo
2007,10,64,516,antigo
2007,10,65,40,antigo
2007,10,66,246,antigo
2007,10,68,417,antigo
2007,10,69,526,antigo
2007,10,70,135,antigo
2007,10,71,436,antigo
2007,10,72,14,antigo
2007,10,73,484,antigo
2007,10,74,214,antigo
2007,10,75,11,antigo
2007,10,77,572,antigo
2007,10,78,1081,antigo
2007,10,79,153,antigo
2007,10,80,253,antigo
2007,10,81,1859,antigo
2007,10,82,2066,antigo
2007,10,84,-12,antigo
2007,10,85,893,antigo
2007,10,86,1624,antigo
2007,10,87,57,antigo
2007,10,88,61,antigo
2007,10,90,-5,antigo
2007,10,91,42,antigo
2007,10,92,8,antigo
2007,10,93,304,antigo
2007,10,94,1819,antigo
2007,10,95,589,antigo
2007,10,96,627,antigo
2007,10,97,37,antigo
2007,10,99,7,antigo
2007,11,00,41172,antigo
2007,11,01,-2981,antigo
2007,11,02,429,antigo
2007,11,03,73,antigo
2007,11,05,8,antigo
2007,11,06,2,antigo
2007,11,07,65,antigo
2007,11,08,169,antigo
2007,11,09,92,antigo
2007,11,10,1053,antigo
2007,11,11,79,antigo
2007,11,12,1,antigo
2007,11,13,285,antigo
2007,11,14,2308,antigo
2007,11,15,1642,antigo
2007,11,16,202,antigo
2007,11,17,95,antigo
2007,11,18,189,antigo
2007,11,19,450,antigo
2007,11,20,86,antigo
2007,11,21,24,antigo
2007,11,22,494,antigo
2007,11,23,834,antigo
2007,11,24,105,antigo
2007,11,25,1172,antigo
2007,11,26,336,antigo
2007,11,27,172,antigo
2007,11,28,411,antigo
2007,11,29,298,antigo
2007,11,30,150,antigo
2007,11,31,438,antigo
2007,11,32,216,antigo
2007,11,33,237,antigo
2007,11,35,3,antigo
2007,11,36,0,antigo
2007,11,37,387,antigo
2007,11,38,134,antigo
2007,11,41,3956,antigo
2007,11,42,6047,antigo
2007,11,43,1250,antigo
2007,11,45,2994,antigo
2007,11,46,3577,antigo
2007,11,47,28530,antigo
2007,11,49,1995,antigo
2007,11,50,35,antigo
2007,11,51,22,antigo
2007,11,52,490,antigo
2007,11,53,252,antigo
2007,11,55,685,antigo
2007,11,56,5487,antigo
2007,11,58,57,antigo
2007,11,59,111,antigo
2007,11,60,110,antigo
2007,11,61,133,antigo
2007,11,62,167,antigo
2007,11,63,366,antigo
2007,11,64,575,antigo
2007,11,65,29,antigo
2007,11,66,260,antigo
2007,11,68,317,antigo
2007,11,69,488,antigo
2007,11,70,283,antigo
2007,11,71,530,antigo
2007,11,72,1,antigo
2007,11,73,319,antigo
2007,11,74,237,antigo
2007,11,75,40,antigo
2007,11,77,473,antigo
2007,11,78,416,antigo
2007,11,79,160,antigo
2007,11,80,303,antigo
2007,11,81,1510,antigo
2007,11,82,7612,antigo
2007,11,84,22,antigo
2007,11,85,504,antigo
2007,11,86,1520,antigo
2007,11,87,79,antigo
2007,11,88,41,antigo
2007,11,90,46,antigo
2007,11,91,16,antigo
2007,11,92,-9,antigo
2007,11,93,266,antigo
2007,11,94,535,antigo
2007,11,95,223,antigo
2007,11,96,596,antigo
2007,11,97,39,antigo
2007,11,99,29,antigo
2007,12,00,-337497,antigo
2007,12,01,-7957,antigo
2007,12,02,246,antigo
2007,12,03,-6,antigo
2007,12,05,-11,antigo
2007,12,06,12,antigo
2007,12,07,59,antigo
2007,12,08,157,antigo
2007,12,09,34,antigo
2007,12,10,-10876,antigo
2007,12,11,51,antigo
2007,12,12,3,antigo
2007,12,13,44,antigo
2007,12,14,-13,antigo
2007,12,15,-389,antigo
2007,12,16,-147,antigo
2007,12,17,92,antigo
2007,12,18,115,antigo
2007,12,19,-1662,antigo
2007,12,20,4,antigo
2007,12,21,-2,antigo
2007,12,22,270,antigo
2007,12,23,348,antigo
2007,12,24,141,antigo
2007,12,25,322,antigo
2007,12,26,165,antigo
2007,12,27,40,antigo
2007,12,28,175,antigo
2007,12,29,-10,antigo
2007,12,30,146,antigo
2007,12,31,203,antigo
2007,12,32,-11,antigo
2007,12,33,245,antigo
2007,12,35,22,antigo
2007,12,36,2,antigo
2007,12,37,-3,antigo
2007,12,38,352,antigo
2007,12,41,-111,antigo
2007,12,42,417,antigo
2007,12,43,1,antigo
2007,12,45,2044,antigo
2007,12,46,1980,antigo
2007,12,47,17855,antigo
2007,12,49,-61,antigo
2007,12,50,40,antigo
2007,12,51,60,antigo
2007,12,52,354,antigo
2007,12,53,116,antigo
2007,12,55,551,antigo
2007,12,56,3134,antigo
2007,12,58,72,antigo
2007,12,59,24,antigo
2007,12,60,30,antigo
2007,12,61,37,antigo
2007,12,62,163,antigo
2007,12,63,163,antigo
2007,12,64,331,antigo
2007,12,65,29,antigo
2007,12,66,239,antigo
2007,12,68,51,antigo
2007,12,69,194,antigo
2007,12,70,83,antigo
2007,12,71,211,antigo
2007,12,72,5,antigo
2007,12,73,-64,antigo
2007,12,74,122,antigo
2007,12,75,-2,antigo
2007,12,77,453,antigo
2007,12,78,-834,antigo
2007,12,79,104,antigo
2007,12,80,284,antigo
2007,12,81,976,antigo
2007,12,82,6069,antigo
2007,12,84,-51,antigo
2007,12,85,-670,antigo
2007,12,86,590,antigo
2007,12,87,6,antigo
2007,12,88,39,antigo
2007,12,90,20,antigo
2007,12,91,-3,antigo
2007,12,92,-3,antigo
2007,12,93,276,antigo
2007,12,94,162,antigo
2007,12,95,165,antigo
2007,12,96,340,antigo
2007,12,97,-83,antigo
2007,12,99,14,antigo
2008,1,00,665,antigo
2008,1,01,4779,antigo
2008,1,02,679,antigo
2008,1,03,349,antigo
2008,1,05,40,antigo
2008,1,06,0,antigo
2008,1,07,483,antigo
2008,1,08,133,antigo
2008,1,09,395,antigo
2008,1,10,7133,antigo
2008,1,11,-609,antigo
