ano,mes,cnae_divisao,saldo_nacional,fonte
2010,9,37,99,antigo
2010,9,38,541,antigo
2010,9,39,-45,antigo
2010,9,41,12872,antigo
2010,9,42,5055,antigo
2010,9,43,6013,antigo
2010,9,45,6508,antigo
2010,9,46,8614,antigo
2010,9,47,42361,antigo
2010,9,49,9331,antigo
2010,9,50,246,antigo
2010,9,51,623,antigo
2010,9,52,4152,antigo
2010,9,53,85,antigo
2010,9,55,2196,antigo
2010,9,56,6113,antigo
2010,9,58,363,antigo
2010,9,59,86,antigo
2010,9,60,224,antigo
2010,9,61,1547,antigo
2010,9,62,4947,antigo
2010,9,63,1282,antigo
2010,9,64,3914,antigo
2010,9,65,783,antigo
2010,9,66,987,antigo
2010,9,68,945,antigo
2010,9,69,2837,antigo
2010,9,70,689,antigo
2010,9,71,1960,antigo
2010,9,72,116,antigo
2010,9,73,221,antigo
2010,9,74,849,antigo
2010,9,75,56,antigo
2010,9,77,1670,antigo
2010,9,78,2493,antigo
2010,9,79,690,antigo
2010,9,80,2962,antigo
2010,9,81,6192,antigo
2010,9,82,10505,antigo
2010,9,84,1693,antigo
2010,9,85,8521,antigo
2010,9,86,5986,antigo
2010,9,87,417,antigo
2010,9,88,447,antigo
2010,9,90,183,antigo
2010,9,91,5,antigo
2010,9,92,-25,antigo
2010,9,93,756,antigo
2010,9,94,3966,antigo
2010,9,95,612,antigo
2010,9,96,1224,antigo
2010,9,97,60,antigo
2010,9,99,24,antigo
2010,10,01,-25545,antigo
2010,10,02,569,antigo
2010,10,03,79,antigo
2010,10,05,13,antigo
2010,10,06,309,antigo
2010,10,07,470,antigo
2010,10,08,448,antigo
2010,10,09,113,antigo
2010,10,10,5781,antigo
2010,10,11,1991,antigo
2010,10,12,-858,antigo
2010,10,13,982,antigo
2010,10,14,5845,antigo
2010,10,15,2244,antigo
2010,10,16,803,antigo
2010,10,17,938,antigo
2010,10,18,939,antigo
2010,10,19,-4820,antigo
2010,10,20,2629,antigo
2010,10,21,-80,antigo
2010,10,22,4330,antigo
2010,10,23,3059,antigo
2010,10,24,1474,antigo
2010,10,25,4533,antigo
2010,10,26,2072,antigo
2010,10,27,1456,antigo
2010,10,28,3224,antigo
2010,10,29,2027,antigo
2010,10,30,512,antigo
2010,10,31,3055,antigo
2010,10,32,853,antigo
2010,10,33,1177,antigo
2010,10,35,440,antigo
2010,10,36,381,antigo
2010,10,37,59,antigo
2010,10,38,664,antigo
2010,10,39,8,antigo
2010,10,41,11584,antigo
2010,10,42,-2551,antigo
2010,10,43,4639,antigo
2010,10,45,6357,antigo
2010,10,46,12180,antigo
2010,10,47,65405,antigo
2010,10,49,7990,antigo
2010,10,50,252,antigo
2010,10,51,737,antigo
2010,10,52,4659,antigo
2010,10,53,313,antigo
2010,10,55,1458,antigo
2010,10,56,7408,antigo
2010,10,58,675,antigo
2010,10,59,393,antigo
2010,10,60,292,antigo
2010,10,61,2079,antigo
2010,10,62,1765,antigo
2010,10,63,1389,antigo
2010,10,64,3506,antigo
2010,10,65,140,antigo
2010,10,66,668,antigo
2010,10,68,593,antigo
2010,10,69,1932,antigo
2010,10,70,1389,antigo
2010,10,71,2181,antigo
2010,10,72,-11,antigo
2010,10,73,1204,antigo
2010,10,74,847,antigo
2010,10,75,60,antigo
2010,10,77,2046,antigo
2010,10,78,4926,antigo
2010,10,79,467,antigo
2010,10,80,3045,antigo
2010,10,81,4726,antigo
2010,10,82,9678,antigo
2010,10,84,928,antigo
2010,10,85,4688,antigo
2010,10,86,6539,antigo
2010,10,87,462,antigo
2010,10,88,834,antigo
2010,10,90,309,antigo
2010,10,91,107,antigo
2010,10,92,-27,antigo
2010,10,93,804,antigo
2010,10,94,1076,antigo
2010,10,95,671,antigo
2010,10,96,1729,antigo
2010,10,97,64,antigo
2010,10,99,25,antigo
2010,11,01,-59099,antigo
2010,11,02,2003,antigo
2010,11,03,-610,antigo
2010,11,05,51,antigo
2010,11,06,290,antigo
2010,11,07,828,antigo
2010,11,08,53,antigo
2010,11,09,215,antigo
2010,11,10,-13299,antigo
2010,11,11,1096,antigo
2010,11,12,-379,antigo
2010,11,13,-1712,antigo
2010,11,14,1573,antigo
2010,11,15,-5690,antigo
2010,11,16,-45,antigo
2010,11,17,515,antigo
2010,11,18,470,antigo
2010,11,19,-6489,antigo
2010,11,20,212,antigo
2010,11,21,80,antigo
2010,11,22,1560,antigo
2010,11,23,2001,antigo
2010,11,24,266,antigo
2010,11,25,2120,antigo
2010,11,26,-314,antigo
2010,11,27,1179,antigo
2010,11,28,2611,antigo
2010,11,29,1342,antigo
2010,11,30,464,antigo
2010,11,31,1878,antigo
2010,11,32,-882,antigo
2010,11,33,683,antigo
2010,11,35,147,antigo
2010,11,36,87,antigo
2010,11,37,-153,antigo
2010,11,38,1151,antigo
2010,11,39,-27,antigo
2010,11,41,6532,antigo
2010,11,42,-11130,antigo
2010,11,43,-474,antigo
2010,11,45,5556,antigo
2010,11,46,11982,antigo
2010,11,47,115689,antigo
2010,11,49,2959,antigo
2010,11,50,312,antigo
2010,11,51,787,antigo
2010,11,52,2893,antigo
2010,11,53,491,antigo
2010,11,55,2508,antigo
2010,11,56,13447,antigo
2010,11,58,126,antigo
2010,11,59,435,antigo
2010,11,60,339,antigo
2010,11,61,2036,antigo
2010,11,62,2399,antigo
2010,11,63,569,antigo
2010,11,64,3243,antigo
2010,11,65,776,antigo
2010,11,66,1069,antigo
2010,11,68,895,antigo
2010,11,69,2013,antigo
2010,11,70,2628,antigo
2010,11,71,2117,antigo
2010,11,72,236,antigo
2010,11,73,518,antigo
2010,11,74,437,antigo
2010,11,75,3,antigo
2010,11,77,1049,antigo
2010,11,78,5676,antigo
2010,11,79,701,antigo
2010,11,80,1925,antigo
2010,11,81,4318,antigo
2010,11,82,10512,antigo
2010,11,84,135,antigo
2010,11,85,-133,antigo
2010,11,86,6027,antigo
2010,11,87,-34,antigo
2010,11,88,451,antigo
2010,11,90,-34,antigo
2010,11,91,3,antigo
2010,11,92,-3,antigo
2010,11,93,373,antigo
2010,11,94,-1032,antigo
2010,11,95,882,antigo
2010,11,96,1887,antigo
2010,11,97,-56,antigo
2010,11,99,33,antigo
2010,12,01,-91089,antigo
2010,12,02,-14,antigo
2010,12,03,-495,antigo
2010,12,05,25,antigo
2010,12,06,119,antigo
2010,12,07,139,antigo
2010,12,08,-494,antigo
2010,12,09,138,antigo
2010,12,10,-42746,antigo
2010,12,11,-289,antigo
2010,12,12,-781,antigo
2010,12,13,-5213,antigo
2010,12,14,-18839,antigo
2010,12,15,-24770,antigo
2010,12,16,-5125,antigo
2010,12,17,-1328,antigo
2010,12,18,-627,antigo
2010,12,19,-14947,antigo
2010,12,20,-2609,antigo
2010,12,21,-680,antigo
2010,12,22,-4776,antigo
2010,12,23,-2826,antigo
2010,12,24,-879,antigo
2010,12,25,-4642,antigo
2010,12,26,-3171,antigo
2010,12,27,-1642,antigo
2010,12,28,-1545,antigo
2010,12,29,-2394,antigo
2010,12,30,-183,antigo
2010,12,31,-3340,antigo
2010,12,32,-3913,antigo
2010,12,33,-267,antigo
2010,12,35,-73,antigo
2010,12,36,201,antigo
2010,12,37,-11,antigo
2010,12,38,411,antigo
2010,12,39,4,antigo
2010,12,41,-32920,antigo
2010,12,42,-34982,antigo
2010,12,43,-12845,antigo
2010,12,45,-915,antigo
2010,12,46,-4076,antigo
2010,12,47,18106,antigo
2010,12,49,-8459,antigo
2010,12,50,389,antigo
2010,12,51,597,antigo
2010,12,52,2202,antigo
2010,12,53,-52,antigo
2010,12,55,3563,antigo
2010,12,56,-2002,antigo
2010,12,58,-1097,antigo
2010,12,59,-174,antigo
2010,12,60,41,antigo
2010,12,61,1103,antigo
2010,12,62,170,antigo
2010,12,63,173,antigo
2010,12,64,1597,antigo
2010,12,65,481,antigo
2010,12,66,306,antigo
2010,12,68,-122,antigo
2010,12,69,-1352,antigo
2010,12,70,-1382,antigo
2010,12,71,-3735,antigo
2010,12,72,-691,antigo
2010,12,73,-881,antigo
2010,12,74,-299,antigo
2010,12,75,-19,antigo
2010,12,77,-856,antigo
2010,12,78,-12096,antigo
2010,12,79,69,antigo
2010,12,80,6707,antigo
2010,12,81,7644,antigo
2010,12,82,-6756,antigo
2010,12,84,-22263,antigo
2010,12,85,-45998,antigo
2010,12,86,-877,antigo
2010,12,87,-618,antigo
2010,12,88,-2069,antigo
2010,12,90,-173,antigo
2010,12,91,-158,antigo
2010,12,92,-26,antigo
2010,12,93,-430,antigo
2010,12,94,-12933,antigo
2010,12,95,-55,antigo
2010,12,96,-487,antigo
2010,12,97,-188,antigo
2010,12,99,-9,antigo
2011,1,01,6638,antigo
2011,1,02,1072,antigo
2011,1,03,423,antigo
2011,1,05,17,antigo
2011,1,06,113,antigo
2011,1,07,790,antigo
2011,1,08,603,antigo
2011,1,09,382,antigo
2011,1,10,803,antigo
2011,1,11,-1174,antigo
2011,1,12,1514,antigo
2011,1,13,1845,antigo
2011,1,14,4209,antigo
2011,1,15,8140,antigo
2011,1,16,866,antigo
2011,1,17,476,antigo
2011,1,18,641,antigo
2011,1,19,-1165,antigo
2011,1,20,649,antigo
2011,1,21,1191,antigo
2011,1,22,3098,antigo
2011,1,23,2815,antigo
2011,1,24,1643,antigo
2011,1,25,4189,antigo
2011,1,26,2822,antigo
2011,1,27,2817,antigo
2011,1,28,5114,antigo
2011,1,29,4187,antigo
2011,1,30,1465,antigo
2011,1,31,1653,antigo
2011,1,32,404,antigo
2011,1,33,4059,antigo
2011,1,35,316,antigo
2011,1,36,-79,antigo
2011,1,37,364,antigo
2011,1,38,822,antigo
2011,1,39,24,antigo
2011,1,41,23000,antigo
2011,1,42,6155,antigo
2011,1,43,8441,antigo
2011,1,45,7325,antigo
2011,1,46,10535,antigo
2011,1,47,-34130,antigo
2011,1,49,2777,antigo
2011,1,50,509,antigo
2011,1,51,822,antigo
2011,1,52,3252,antigo
2011,1,53,122,antigo
2011,1,55,1970,antigo
2011,1,56,3006,antigo
2011,1,58,473,antigo
2011,1,59,-231,antigo
2011,1,60,744,antigo
2011,1,61,796,antigo
2011,1,62,3575,antigo
2011,1,63,1098,antigo
2011,1,64,3973,antigo
2011,1,65,757,antigo
2011,1,66,603,antigo
2011,1,68,972,antigo
2011,1,69,5477,antigo
2011,1,70,771,antigo
2011,1,71,3935,antigo
2011,1,72,-12,antigo
2011,1,73,848,antigo
2011,1,74,676,antigo
2011,1,75,35,antigo
2011,1,77,1026,antigo
2011,1,78,-1065,antigo
2011,1,79,751,antigo
2011,1,80,3559,antigo
2011,1,81,9408,antigo
2011,1,82,6757,antigo
2011,1,84,-1125,antigo
2011,1,85,-3659,antigo
2011,1,86,8559,antigo
2011,1,87,134,antigo
2011,1,88,533,antigo
2011,1,90,222,antigo
2011,1,91,-57,antigo
2011,1,92,-62,antigo
2011,1,93,1569,antigo
2011,1,94,1223,antigo
2011,1,95,1270,antigo
2011,1,96,871,antigo
2011,1,97,112,antigo
2011,1,99,45,antigo
2011,2,01,18745,antigo
2011,2,02,1596,antigo
2011,2,03,309,antigo
2011,2,05,10,antigo
2011,2,06,36,antigo
2011,2,07,1249,antigo
2011,2,08,461,antigo
2011,2,09,186,antigo
2011,2,10,9409,antigo
2011,2,11,82,antigo
2011,2,12,3183,antigo
2011,2,13,1125,antigo
2011,2,14,3733,antigo
2011,2,15,7243,antigo
2011,2,16,-39,antigo
2011,2,17,378,antigo
2011,2,18,-8,antigo
2011,2,19,4415,antigo
2011,2,20,757,antigo
2011,2,21,548,antigo
2011,2,22,1868,antigo
2011,2,23,2778,antigo
2011,2,24,2569,antigo
2011,2,25,3804,antigo
2011,2,26,511,antigo
2011,2,27,1204,antigo
2011,2,28,3771,antigo
2011,2,29,4075,antigo
2011,2,30,69,antigo
2011,2,31,1533,antigo
2011,2,32,778,antigo
2011,2,33,1935,antigo
2011,2,35,71,antigo
2011,2,36,-125,antigo
2011,2,37,400,antigo
2011,2,38,743,antigo
2011,2,39,-57,antigo
2011,2,41,17603,antigo
2011,2,42,11319,antigo
2011,2,43,6477,antigo
2011,2,45,7153,antigo
2011,2,46,11364,antigo
2011,2,47,695,antigo
2011,2,49,9636,antigo
2011,2,50,495,antigo
2011,2,51,585,antigo
2011,2,52,4907,antigo
2011,2,53,-58,antigo
2011,2,55,497,antigo
2011,2,56,8610,antigo
2011,2,58,306,antigo
2011,2,59,-101,antigo
2011,2,60,153,antigo
2011,2,61,1145,antigo
2011,2,62,2296,antigo
2011,2,63,163,antigo
2011,2,64,2844,antigo
2011,2,65,595,antigo
2011,2,66,419,antigo
2011,2,68,607,antigo
2011,2,69,2167,antigo
2011,2,70,599,antigo
2011,2,71,3207,antigo
2011,2,72,117,antigo
2011,2,73,659,antigo
2011,2,74,771,antigo
2011,2,75,43,antigo
2011,2,77,1044,antigo
2011,2,78,2176,antigo
2011,2,79,533,antigo
2011,2,80,4680,antigo
2011,2,81,9486,antigo
2011,2,82,13534,antigo
2011,2,84,15056,antigo
2011,2,85,39835,antigo
2011,2,86,6047,antigo
2011,2,87,743,antigo
2011,2,88,1560,antigo
2011,2,90,104,antigo
2011,2,91,-67,antigo
2011,2,92,-14,antigo
2011,2,93,943,antigo
2011,2,94,8389,antigo
2011,2,95,715,antigo
2011,2,96,1375,antigo
2011,2,97,-49,antigo
2011,2,99,91,antigo
2011,3,01,11273,antigo
2011,3,02,-178,antigo
2011,3,03,135,antigo
2011,3,05,-59,antigo
2011,3,06,104,antigo
2011,3,07,1522,antigo
2011,3,08,256,antigo
2011,3,09,41,antigo
2011,3,10,-9602,antigo
2011,3,11,11,antigo
2011,3,12,7463,antigo
2011,3,13,-480,antigo
2011,3,14,-196,antigo
2011,3,15,3326,antigo
2011,3,16,-2070,antigo
2011,3,17,-74,antigo
2011,3,18,-248,antigo
2011,3,19,1788,antigo
2011,3,20,-451,antigo
2011,3,21,212,antigo
2011,3,22,88,antigo
2011,3,23,646,antigo
2011,3,24,1568,antigo
2011,3,25,1339,antigo
2011,3,26,838,antigo
2011,3,27,1432,antigo
2011,3,28,1963,antigo
2011,3,29,3614,antigo
2011,3,30,975,antigo
2011,3,31,348,antigo
2011,3,32,717,antigo
2011,3,33,898,antigo
2011,3,35,557,antigo
2011,3,36,116,antigo
2011,3,37,399,antigo
2011,3,38,-247,antigo
2011,3,39,9,antigo
2011,3,41,-2579,antigo
2011,3,42,4107,antigo
2011,3,43,3369,antigo
2011,3,45,3104,antigo
2011,3,46,6740,antigo
2011,3,47,-13615,antigo
2011,3,49,11261,antigo
2011,3,50,127,antigo
2011,3,51,255,antigo
2011,3,52,2451,antigo
2011,3,53,1796,antigo
2011,3,55,-2637,antigo
2011,3,56,-4720,antigo
2011,3,58,-294,antigo
2011,3,59,-90,antigo
2011,3,60,203,antigo
2011,3,61,1960,antigo
2011,3,62,1895,antigo
2011,3,63,119,antigo
2011,3,64,3062,antigo
2011,3,65,572,antigo
2011,3,66,464,antigo
2011,3,68,694,antigo
2011,3,69,1792,antigo
2011,3,70,135,antigo
2011,3,71,-68,antigo
2011,3,72,85,antigo
2011,3,73,832,antigo
2011,3,74,250,antigo
2011,3,75,41,antigo
2011,3,77,987,antigo
2011,3,78,2427,antigo
2011,3,79,155,antigo
2011,3,80,4625,antigo
2011,3,81,1150,antigo
2011,3,82,7612,antigo
2011,3,84,4265,antigo
2011,3,85,16674,antigo
2011,3,86,3186,antigo
2011,3,87,339,antigo
2011,3,88,349,antigo
2011,3,90,-43,antigo
2011,3,91,-58,antigo
2011,3,92,-13,antigo
2011,3,93,-760,antigo
2011,3,94,1652,antigo
2011,3,95,360,antigo
2011,3,96,359,antigo
2011,3,97,17,antigo
2011,3,99,48,antigo
2011,4,01,26691,antigo
2011,4,02,1127,antigo
2011,4,03,36,antigo
2011,4,05,53,antigo
2011,4,06,139,antigo
2011,4,07,1181,antigo
2011,4,08,666,antigo
2011,4,09,295,antigo
2011,4,10,5235,antigo
2011,4,11,442,antigo
2011,4,12,2291,antigo
2011,4,13,334,antigo
2011,4,14,4570,antigo
2011,4,15,2343,antigo
2011,4,16,757,antigo
2011,4,17,739,antigo
2011,4,18,435,antigo
2011,4,19,11871,antigo
2011,4,20,1208,antigo
2011,4,21,609,antigo
2011,4,22,1610,antigo
2011,4,23,3266,antigo
2011,4,24,1539,antigo
2011,4,25,2485,antigo
2011,4,26,1073,antigo
2011,4,27,196,antigo
2011,4,28,1060,antigo
2011,4,29,4438,antigo
2011,4,30,447,antigo
2011,4,31,2082,antigo
2011,4,32,1274,antigo
2011,4,33,-1764,antigo
2011,4,35,291,antigo
2011,4,36,424,antigo
2011,4,37,499,antigo
2011,4,38,700,antigo
2011,4,39,95,antigo
2011,4,41,21125,antigo
2011,4,42,3400,antigo
2011,4,43,9375,antigo
2011,4,45,7473,antigo
2011,4,46,5849,antigo
2011,4,47,30272,antigo
2011,4,49,24640,antigo
2011,4,50,170,antigo
2011,4,51,492,antigo
2011,4,52,2013,antigo
2011,4,53,1861,antigo
2011,4,55,282,antigo
2011,4,56,7031,antigo
2011,4,58,98,antigo
2011,4,59,501,antigo
2011,4,60,340,antigo
2011,4,61,1781,antigo
2011,4,62,2928,antigo
2011,4,63,1229,antigo
2011,4,64,3056,antigo
2011,4,65,835,antigo
2011,4,66,233,antigo
2011,4,68,1358,antigo
2011,4,69,2864,antigo
2011,4,70,835,antigo
2011,4,71,4215,antigo
2011,4,72,258,antigo
2011,4,73,1419,antigo
2011,4,74,872,antigo
2011,4,75,22,antigo
2011,4,77,1267,antigo
2011,4,78,-218,antigo
2011,4,79,728,antigo
2011,4,80,4160,antigo
2011,4,81,5389,antigo
2011,4,82,9887,antigo
2011,4,84,2989,antigo
2011,4,85,13162,antigo
2011,4,86,10206,antigo
2011,4,87,409,antigo
2011,4,88,741,antigo
2011,4,90,123,antigo
2011,4,91,-3,antigo
2011,4,92,3,antigo
2011,4,93,694,antigo
2011,4,94,2552,antigo
2011,4,95,1171,antigo
2011,4,96,1325,antigo
2011,4,97,25,antigo
2011,4,99,51,antigo
2011,5,01,77331,antigo
2011,5,02,1998,antigo
2011,5,03,142,antigo
2011,5,05,10,antigo
2011,5,06,129,antigo
2011,5,07,871,antigo
2011,5,08,607,antigo
2011,5,09,356,antigo
2011,5,10,16085,antigo
2011,5,11,241,antigo
2011,5,12,1165,antigo
2011,5,13,-1003,antigo
2011,5,14,582,antigo
2011,5,15,-4106,antigo
2011,5,16,-371,antigo
2011,5,17,516,antigo
2011,5,18,86,antigo
2011,5,19,5236,antigo
2011,5,20,506,antigo
2011,5,21,707,antigo
2011,5,22,2194,antigo
2011,5,23,2145,antigo
2011,5,24,1750,antigo
2011,5,25,3096,antigo
2011,5,26,2521,antigo
2011,5,27,173,antigo
2011,5,28,1311,antigo
2011,5,29,3342,antigo
2011,5,30,227,antigo
2011,5,31,877,antigo
2011,5,32,1768,antigo
2011,5,33,1748,antigo
2011,5,35,230,antigo
2011,5,36,189,antigo
2011,5,37,186,antigo
2011,5,38,982,antigo
2011,5,39,46,antigo
2011,5,41,13009,antigo
2011,5,42,8623,antigo
2011,5,43,9603,antigo
2011,5,45,4522,antigo
2011,5,46,4357,antigo
2011,5,47,17570,antigo
2011,5,49,12408,antigo
2011,5,50,-60,antigo
2011,5,51,192,antigo
2011,5,52,1962,antigo
2011,5,53,613,antigo
2011,5,55,-695,antigo
2011,5,56,3264,antigo
2011,5,58,65,antigo
2011,5,59,340,antigo
2011,5,60,427,antigo
2011,5,61,1071,antigo
2011,5,62,2241,antigo
2011,5,63,667,antigo
2011,5,64,2706,antigo
2011,5,65,1036,antigo
2011,5,66,-697,antigo
2011,5,68,648,antigo
2011,5,69,2330,antigo
2011,5,70,926,antigo
2011,5,71,2144,antigo
2011,5,72,178,antigo
2011,5,73,656,antigo
2011,5,74,683,antigo
2011,5,75,20,antigo
2011,5,77,1199,antigo
2011,5,78,-3536,antigo
2011,5,79,579,antigo
2011,5,80,3846,antigo
2011,5,81,3809,antigo
2011,5,82,6354,antigo
2011,5,84,1624,antigo
2011,5,85,8519,antigo
2011,5,86,7089,antigo
2011,5,87,95,antigo
2011,5,88,616,antigo
2011,5,90,245,antigo
2011,5,91,26,antigo
2011,5,92,-14,antigo
2011,5,93,19,antigo
2011,5,94,4669,antigo
2011,5,95,993,antigo
2011,5,96,1116,antigo
2011,5,97,85,antigo
2011,5,99,52,antigo
2011,6,01,73208,antigo
2011,6,02,1154,antigo
2011,6,03,639,antigo
2011,6,05,-4,antigo
2011,6,06,183,antigo
2011,6,07,565,antigo
2011,6,08,881,antigo
2011,6,09,412,antigo
2011,6,10,7955,antigo
2011,6,11,-728,antigo
2011,6,12,-712,antigo
2011,6,13,-582,antigo
2011,6,14,240,antigo
2011,6,15,-2364,antigo
2011,6,16,467,antigo
2011,6,17,487,antigo
2011,6,18,56,antigo
2011,6,19,4196,antigo
2011,6,20,1343,antigo
2011,6,21,303,antigo
2011,6,22,-277,antigo
2011,6,23,2068,antigo
2011,6,24,433,antigo
2011,6,25,2023,antigo
2011,6,26,2675,antigo
2011,6,27,906,antigo
2011,6,28,905,antigo
2011,6,29,733,antigo
2011,6,30,-112,antigo
2011,6,31,113,antigo
2011,6,32,1298,antigo
2011,6,33,105,antigo
2011,6,35,294,antigo
2011,6,36,170,antigo
2011,6,37,-365,antigo
2011,6,38,293,antigo
2011,6,39,1,antigo
2011,6,41,11842,antigo
2011,6,42,15012,antigo
2011,6,43,6320,antigo
2011,6,45,5473,antigo
2011,6,46,5331,antigo
2011,6,47,21139,antigo
2011,6,49,9927,antigo
2011,6,50,179,antigo
2011,6,51,298,antigo
2011,6,52,313,antigo
2011,6,53,162,antigo
2011,6,55,1405,antigo
2011,6,56,5776,antigo
2011,6,58,277,antigo
2011,6,59,337,antigo
2011,6,60,469,antigo
2011,6,61,567,antigo
2011,6,62,1548,antigo
2011,6,63,441,antigo
2011,6,64,1442,antigo
2011,6,65,772,antigo
2011,6,66,-62,antigo
2011,6,68,934,antigo
2011,6,69,2575,antigo
2011,6,70,634,antigo
2011,6,71,3966,antigo
2011,6,72,-511,antigo
2011,6,73,618,antigo
2011,6,74,709,antigo
2011,6,75,15,antigo
2011,6,77,2282,antigo
2011,6,78,-3722,antigo
2011,6,79,551,antigo
2011,6,80,3331,antigo
2011,6,81,5585,antigo
2011,6,82,-2437,antigo
2011,6,84,1387,antigo
2011,6,85,-2937,antigo
2011,6,86,8705,antigo
2011,6,87,279,antigo
2011,6,88,386,antigo
2011,6,90,42,antigo
2011,6,91,9,antigo
2011,6,92,4,antigo
2011,6,93,553,antigo
2011,6,94,2441,antigo
2011,6,95,1107,antigo
2011,6,96,909,antigo
2011,6,97,4,antigo
2011,6,99,44,antigo
2011,7,01,14806,antigo
2011,7,02,-1281,antigo
2011,7,03,143,antigo
2011,7,05,-162,antigo
2011,7,06,399,antigo
2011,7,07,928,antigo
2011,7,08,834,antigo
2011,7,09,321,antigo
2011,7,10,5484,antigo
2011,7,11,66,antigo
2011,7,12,-3345,antigo
2011,7,13,-305,antigo
2011,7,14,499,antigo
2011,7,15,2955,antigo
2011,7,16,880,antigo
2011,7,17,240,antigo
2011,7,18,242,antigo
2011,7,19,1288,antigo
2011,7,20,938,antigo
2011,7,21,716,antigo
2011,7,22,775,antigo
2011,7,23,2482,antigo
2011,7,24,418,antigo
2011,7,25,888,antigo
2011,7,26,2399,antigo
2011,7,27,864,antigo
2011,7,28,1339,antigo
2011,7,29,2324,antigo
2011,7,30,442,antigo
2011,7,31,538,antigo
2011,7,32,963,antigo
2011,7,33,-450,antigo
2011,7,35,622,antigo
2011,7,36,180,antigo
2011,7,37,-33,antigo
2011,7,38,330,antigo
2011,7,39,2,antigo
2011,7,41,6617,antigo
2011,7,42,13223,antigo
2011,7,43,7693,antigo
2011,7,45,3906,antigo
2011,7,46,7441,antigo
2011,7,47,18993,antigo
2011,7,49,6156,antigo
2011,7,50,245,antigo
2011,7,51,187,antigo
2011,7,52,2729,antigo
2011,7,53,-271,antigo
2011,7,55,703,antigo
2011,7,56,3166,antigo
2011,7,58,286,antigo
2011,7,59,360,antigo
2011,7,60,557,antigo
2011,7,61,1283,antigo
2011,7,62,2484,antigo
2011,7,63,-491,antigo
2011,7,64,2137,antigo
2011,7,65,702,antigo
2011,7,66,317,antigo
2011,7,68,793,antigo
2011,7,69,3323,antigo
2011,7,70,311,antigo
2011,7,71,3970,antigo
2011,7,72,402,antigo
2011,7,73,594,antigo
2011,7,74,404,antigo
2011,7,75,-2,antigo
2011,7,77,1237,antigo
2011,7,78,-1027,antigo
2011,7,79,255,antigo
2011,7,80,2246,antigo
2011,7,81,5168,antigo
2011,7,82,78,antigo
2011,7,84,-39,antigo
2011,7,85,-8622,antigo
2011,7,86,6715,antigo
2011,7,87,1760,antigo
2011,7,88,87,antigo
2011,7,90,117,antigo
2011,7,91,11,antigo
2011,7,92,-65,antigo
2011,7,93,1004,antigo
2011,7,94,3034,antigo
2011,7,95,122,antigo
2011,7,96,407,antigo
2011,7,97,75,antigo
2011,7,99,53,antigo
2011,8,01,-18733,antigo
2011,8,02,-1057,antigo
2011,8,03,150,antigo
2011,8,05,-52,antigo
2011,8,06,428,antigo
2011,8,07,904,antigo
2011,8,08,639,antigo
2011,8,09,495,antigo
2011,8,10,16032,antigo
2011,8,11,942,antigo
2011,8,12,-6604,antigo
2011,8,13,-1771,antigo
2011,8,14,2424,antigo
2011,8,15,2236,antigo
2011,8,16,924,antigo
2011,8,17,225,antigo
2011,8,18,-311,antigo
2011,8,19,5045,antigo
2011,8,20,251,antigo
2011,8,21,497,antigo
2011,8,22,240,antigo
2011,8,23,2655,antigo
2011,8,24,-682,antigo
2011,8,25,1401,antigo
2011,8,26,2555,antigo
2011,8,27,1443,antigo
2011,8,28,1348,antigo
2011,8,29,2835,antigo
2011,8,30,505,antigo
2011,8,31,1120,antigo
2011,8,32,571,antigo
2011,8,33,1250,antigo
2011,8,35,504,antigo
2011,8,36,386,antigo
2011,8,37,-1050,antigo
2011,8,38,318,antigo
2011,8,39,-43,antigo
2011,8,41,12657,antigo
2011,8,42,11842,antigo
2011,8,43,9680,antigo
2011,8,45,4853,antigo
2011,8,46,8227,antigo
2011,8,47,32902,antigo
2011,8,49,7812,antigo
2011,8,50,219,antigo
2011,8,51,188,antigo
2011,8,52,2446,antigo
2011,8,53,1376,antigo
2011,8,55,349,antigo
2011,8,56,6024,antigo
2011,8,58,159,antigo
2011,8,59,-361,antigo
2011,8,60,350,antigo
2011,8,61,1829,antigo
2011,8,62,2266,antigo
2011,8,63,581,antigo
2011,8,64,3202,antigo
2011,8,65,591,antigo
2011,8,66,276,antigo
2011,8,68,708,antigo
2011,8,69,1756,antigo
2011,8,70,220,antigo
2011,8,71,4443,antigo
2011,8,72,276,antigo
2011,8,73,663,antigo
2011,8,74,742,antigo
2011,8,75,30,antigo
2011,8,77,1428,antigo
2011,8,78,332,antigo
2011,8,79,244,antigo
2011,8,80,4426,antigo
2011,8,81,3145,antigo
2011,8,82,6277,antigo
2011,8,84,1701,antigo
2011,8,85,22273,antigo
2011,8,86,6898,antigo
2011,8,87,452,antigo
2011,8,88,679,antigo
2011,8,90,278,antigo
2011,8,91,67,antigo
2011,8,92,13,antigo
2011,8,93,863,antigo
2011,8,94,5550,antigo
2011,8,95,1160,antigo
2011,8,96,289,antigo
2011,8,97,43,antigo
2011,8,99,2,antigo
2011,9,01,-19865,antigo
2011,9,02,-1334,antigo
2011,9,03,-28,antigo
2011,9,05,-57,antigo
2011,9,06,342,antigo
2011,9,07,974,antigo
2011,9,08,567,antigo
2011,9,09,293,antigo
2011,9,10,40399,antigo
2011,9,11,1818,antigo
2011,9,12,-2726,antigo
2011,9,13,-1033,antigo
2011,9,14,2866,antigo
