ano,mes,id_municipio,cnae_divisao,saldo_municipio,fonte
2015,11,2111300,16,1,antigo
2015,11,2111300,17,-1,antigo
2015,11,2111300,18,0,antigo
2015,11,2111300,19,0,antigo
2015,11,2111300,20,-45,antigo
2015,11,2111300,22,-1,antigo
2015,11,2111300,23,5,antigo
2015,11,2111300,24,-33,antigo
2015,11,2111300,25,-23,antigo
2015,11,2111300,26,-1,antigo
2015,11,2111300,28,-2,antigo
2015,11,2111300,29,1,antigo
2015,11,2111300,31,2,antigo
2015,11,2111300,32,-1,antigo
2015,11,2111300,33,3,antigo
2015,11,2111300,35,16,antigo
2015,11,2111300,36,16,antigo
2015,11,2111300,37,-19,antigo
2015,11,2111300,38,-41,antigo
2015,11,2111300,41,-993,antigo
2015,11,2111300,42,-871,antigo
2015,11,2111300,43,30,antigo
2015,11,2111300,45,-48,antigo
2015,11,2111300,46,-48,antigo
2015,11,2111300,47,214,antigo
2015,11,2111300,49,-6,antigo
2015,11,2111300,50,-5,antigo
2015,11,2111300,51,-2,antigo
2015,11,2111300,52,16,antigo
2015,11,2111300,53,35,antigo
2015,11,2111300,55,-26,antigo
2015,11,2111300,56,3,antigo
2015,11,2111300,58,2,antigo
2015,11,2111300,59,0,antigo
2015,11,2111300,60,-3,antigo
2015,11,2111300,61,-1,antigo
2015,11,2111300,62,-3,antigo
2015,11,2111300,63,-5,antigo
2015,11,2111300,64,-13,antigo
2015,11,2111300,65,1,antigo
2015,11,2111300,66,-7,antigo
2015,11,2111300,68,-14,antigo
2015,11,2111300,69,7,antigo
2015,11,2111300,70,-2,antigo
2015,11,2111300,71,28,antigo
2015,11,2111300,72,-2,antigo
2015,11,2111300,73,-6,antigo
2015,11,2111300,74,12,antigo
2015,11,2111300,75,-1,antigo
2015,11,2111300,77,18,antigo
2015,11,2111300,78,-42,antigo
2015,11,2111300,79,0,antigo
2015,11,2111300,80,-223,antigo
2015,11,2111300,81,-238,antigo
2015,11,2111300,82,-91,antigo
2015,11,2111300,84,-45,antigo
2015,11,2111300,85,46,antigo
2015,11,2111300,86,-232,antigo
2015,11,2111300,87,5,antigo
2015,11,2111300,88,-14,antigo
2015,11,2111300,90,-1,antigo
2015,11,2111300,93,4,antigo
2015,11,2111300,94,19,antigo
2015,11,2111300,95,2,antigo
2015,11,2111300,96,-9,antigo
2015,11,2111300,97,1,antigo
2015,12,2111300,01,5,antigo
2015,12,2111300,07,-1,antigo
2015,12,2111300,08,-1,antigo
2015,12,2111300,09,-3,antigo
2015,12,2111300,10,-30,antigo
2015,12,2111300,11,34,antigo
2015,12,2111300,13,1,antigo
2015,12,2111300,14,2,antigo
2015,12,2111300,16,-11,antigo
2015,12,2111300,17,-1,antigo
2015,12,2111300,18,-7,antigo
2015,12,2111300,19,1,antigo
2015,12,2111300,20,-4,antigo
2015,12,2111300,22,2,antigo
2015,12,2111300,23,-4,antigo
2015,12,2111300,24,-12,antigo
2015,12,2111300,25,-24,antigo
2015,12,2111300,31,0,antigo
2015,12,2111300,32,-3,antigo
2015,12,2111300,33,-8,antigo
2015,12,2111300,35,-1,antigo
2015,12,2111300,36,1,antigo
2015,12,2111300,38,10,antigo
2015,12,2111300,41,-858,antigo
2015,12,2111300,42,-1647,antigo
2015,12,2111300,43,-56,antigo
2015,12,2111300,45,-51,antigo
2015,12,2111300,46,-121,antigo
2015,12,2111300,47,-225,antigo
2015,12,2111300,49,11,antigo
2015,12,2111300,50,-2,antigo
2015,12,2111300,51,1,antigo
2015,12,2111300,52,21,antigo
2015,12,2111300,53,-7,antigo
2015,12,2111300,55,-31,antigo
2015,12,2111300,56,-52,antigo
2015,12,2111300,58,-1,antigo
2015,12,2111300,59,-2,antigo
2015,12,2111300,60,-4,antigo
2015,12,2111300,61,8,antigo
2015,12,2111300,62,-7,antigo
2015,12,2111300,63,1,antigo
2015,12,2111300,64,-2,antigo
2015,12,2111300,65,-2,antigo
2015,12,2111300,66,-2,antigo
2015,12,2111300,68,19,antigo
2015,12,2111300,69,-22,antigo
2015,12,2111300,70,-1,antigo
2015,12,2111300,71,9,antigo
2015,12,2111300,72,41,antigo
2015,12,2111300,73,0,antigo
2015,12,2111300,74,-4,antigo
2015,12,2111300,75,1,antigo
2015,12,2111300,77,-92,antigo
2015,12,2111300,78,44,antigo
2015,12,2111300,79,-3,antigo
2015,12,2111300,80,-307,antigo
2015,12,2111300,81,-1169,antigo
2015,12,2111300,82,119,antigo
2015,12,2111300,84,12,antigo
2015,12,2111300,85,-165,antigo
2015,12,2111300,86,63,antigo
2015,12,2111300,87,0,antigo
2015,12,2111300,88,-3,antigo
2015,12,2111300,90,7,antigo
2015,12,2111300,93,10,antigo
2015,12,2111300,94,21,antigo
2015,12,2111300,95,1,antigo
2015,12,2111300,96,-14,antigo
2016,1,2111300,01,-2,antigo
2016,1,2111300,02,2,antigo
2016,1,2111300,03,1,antigo
2016,1,2111300,08,-4,antigo
2016,1,2111300,09,-11,antigo
2016,1,2111300,10,8,antigo
2016,1,2111300,11,-49,antigo
2016,1,2111300,13,-1,antigo
2016,1,2111300,14,8,antigo
2016,1,2111300,16,-3,antigo
2016,1,2111300,17,-1,antigo
2016,1,2111300,18,9,antigo
2016,1,2111300,19,-3,antigo
2016,1,2111300,20,-2,antigo
2016,1,2111300,22,-1,antigo
2016,1,2111300,23,-11,antigo
2016,1,2111300,24,7,antigo
2016,1,2111300,25,20,antigo
2016,1,2111300,28,-3,antigo
2016,1,2111300,29,3,antigo
2016,1,2111300,31,-16,antigo
2016,1,2111300,32,-1,antigo
2016,1,2111300,33,-20,antigo
2016,1,2111300,35,-2,antigo
2016,1,2111300,36,-1,antigo
2016,1,2111300,37,0,antigo
2016,1,2111300,38,-6,antigo
2016,1,2111300,41,-618,antigo
2016,1,2111300,42,-877,antigo
2016,1,2111300,43,-80,antigo
2016,1,2111300,45,-60,antigo
2016,1,2111300,46,-50,antigo
2016,1,2111300,47,-295,antigo
2016,1,2111300,49,-190,antigo
2016,1,2111300,50,44,antigo
2016,1,2111300,51,-3,antigo
2016,1,2111300,52,-9,antigo
2016,1,2111300,53,-18,antigo
2016,1,2111300,55,-9,antigo
2016,1,2111300,56,-63,antigo
2016,1,2111300,58,-2,antigo
2016,1,2111300,59,8,antigo
2016,1,2111300,60,0,antigo
2016,1,2111300,61,24,antigo
2016,1,2111300,62,-2,antigo
2016,1,2111300,63,2,antigo
2016,1,2111300,64,10,antigo
2016,1,2111300,65,-5,antigo
2016,1,2111300,66,4,antigo
2016,1,2111300,68,25,antigo
2016,1,2111300,69,10,antigo
2016,1,2111300,70,3,antigo
2016,1,2111300,71,-4,antigo
2016,1,2111300,73,1,antigo
2016,1,2111300,74,-7,antigo
2016,1,2111300,75,0,antigo
2016,1,2111300,77,19,antigo
2016,1,2111300,78,-99,antigo
2016,1,2111300,79,-1,antigo
2016,1,2111300,80,100,antigo
2016,1,2111300,81,-72,antigo
2016,1,2111300,82,225,antigo
2016,1,2111300,84,-43,antigo
2016,1,2111300,85,-6,antigo
2016,1,2111300,86,53,antigo
2016,1,2111300,87,9,antigo
2016,1,2111300,88,16,antigo
2016,1,2111300,90,2,antigo
2016,1,2111300,93,-13,antigo
2016,1,2111300,94,51,antigo
2016,1,2111300,95,12,antigo
2016,1,2111300,96,-10,antigo
2016,1,2111300,97,2,antigo
2016,2,2111300,01,-2,antigo
2016,2,2111300,08,-1,antigo
2016,2,2111300,09,-5,antigo
2016,2,2111300,10,-6,antigo
2016,2,2111300,11,-41,antigo
2016,2,2111300,13,3,antigo
2016,2,2111300,14,-12,antigo
2016,2,2111300,18,-8,antigo
2016,2,2111300,19,-1,antigo
2016,2,2111300,20,3,antigo
2016,2,2111300,22,8,antigo
2016,2,2111300,23,-4,antigo
2016,2,2111300,24,-10,antigo
2016,2,2111300,25,-14,antigo
2016,2,2111300,28,-8,antigo
2016,2,2111300,29,2,antigo
2016,2,2111300,31,-4,antigo
2016,2,2111300,32,1,antigo
2016,2,2111300,33,-14,antigo
2016,2,2111300,35,-1,antigo
2016,2,2111300,36,0,antigo
2016,2,2111300,37,-12,antigo
2016,2,2111300,38,-251,antigo
2016,2,2111300,39,2,antigo
2016,2,2111300,41,-774,antigo
2016,2,2111300,42,-655,antigo
2016,2,2111300,43,-90,antigo
2016,2,2111300,45,-37,antigo
2016,2,2111300,46,-94,antigo
2016,2,2111300,47,-443,antigo
2016,2,2111300,49,9,antigo
2016,2,2111300,50,0,antigo
2016,2,2111300,51,0,antigo
2016,2,2111300,52,10,antigo
2016,2,2111300,53,-1,antigo
2016,2,2111300,55,-1,antigo
2016,2,2111300,56,-12,antigo
2016,2,2111300,58,3,antigo
2016,2,2111300,59,-7,antigo
2016,2,2111300,60,-2,antigo
2016,2,2111300,61,-5,antigo
2016,2,2111300,62,1,antigo
2016,2,2111300,63,-27,antigo
2016,2,2111300,64,-1,antigo
2016,2,2111300,65,2,antigo
2016,2,2111300,66,0,antigo
2016,2,2111300,68,6,antigo
2016,2,2111300,69,-11,antigo
2016,2,2111300,70,-2,antigo
2016,2,2111300,71,-5,antigo
2016,2,2111300,72,-1,antigo
2016,2,2111300,73,7,antigo
2016,2,2111300,74,-2,antigo
2016,2,2111300,77,-212,antigo
2016,2,2111300,78,-7,antigo
2016,2,2111300,79,-6,antigo
2016,2,2111300,80,-103,antigo
2016,2,2111300,81,57,antigo
2016,2,2111300,82,-281,antigo
2016,2,2111300,84,-29,antigo
2016,2,2111300,85,-97,antigo
2016,2,2111300,86,71,antigo
2016,2,2111300,87,-4,antigo
2016,2,2111300,88,-13,antigo
2016,2,2111300,90,-3,antigo
2016,2,2111300,93,-1,antigo
2016,2,2111300,94,-12,antigo
2016,2,2111300,95,2,antigo
2016,2,2111300,96,-1,antigo
2016,3,2111300,01,0,antigo
2016,3,2111300,08,-7,antigo
2016,3,2111300,09,-4,antigo
2016,3,2111300,10,7,antigo
2016,3,2111300,11,-51,antigo
2016,3,2111300,13,4,antigo
2016,3,2111300,14,0,antigo
2016,3,2111300,17,-5,antigo
2016,3,2111300,18,-12,antigo
2016,3,2111300,20,-10,antigo
2016,3,2111300,22,0,antigo
2016,3,2111300,23,7,antigo
2016,3,2111300,24,-5,antigo
2016,3,2111300,25,-64,antigo
2016,3,2111300,28,0,antigo
2016,3,2111300,29,-3,antigo
2016,3,2111300,31,-6,antigo
2016,3,2111300,32,7,antigo
2016,3,2111300,33,10,antigo
2016,3,2111300,35,-2,antigo
2016,3,2111300,36,-1,antigo
2016,3,2111300,37,-2,antigo
2016,3,2111300,38,2,antigo
2016,3,2111300,41,-573,antigo
2016,3,2111300,42,-240,antigo
2016,3,2111300,43,-235,antigo
2016,3,2111300,45,-102,antigo
2016,3,2111300,46,-20,antigo
2016,3,2111300,47,-194,antigo
2016,3,2111300,49,-17,antigo
2016,3,2111300,50,2,antigo
2016,3,2111300,51,-12,antigo
2016,3,2111300,52,-2,antigo
2016,3,2111300,53,-23,antigo
2016,3,2111300,55,-49,antigo
2016,3,2111300,56,-45,antigo
2016,3,2111300,58,-1,antigo
2016,3,2111300,59,5,antigo
2016,3,2111300,60,-4,antigo
2016,3,2111300,61,-10,antigo
2016,3,2111300,62,4,antigo
2016,3,2111300,63,4,antigo
2016,3,2111300,64,-17,antigo
2016,3,2111300,65,3,antigo
2016,3,2111300,66,0,antigo
2016,3,2111300,68,-10,antigo
2016,3,2111300,69,1,antigo
2016,3,2111300,70,-1,antigo
2016,3,2111300,71,-20,antigo
2016,3,2111300,73,2,antigo
2016,3,2111300,74,-3,antigo
2016,3,2111300,77,-129,antigo
2016,3,2111300,78,86,antigo
2016,3,2111300,79,-7,antigo
2016,3,2111300,80,-295,antigo
2016,3,2111300,81,-28,antigo
2016,3,2111300,82,-217,antigo
2016,3,2111300,84,35,antigo
2016,3,2111300,85,-110,antigo
2016,3,2111300,86,273,antigo
2016,3,2111300,87,16,antigo
2016,3,2111300,88,-6,antigo
2016,3,2111300,90,-4,antigo
2016,3,2111300,93,-6,antigo
2016,3,2111300,94,63,antigo
2016,3,2111300,95,-1,antigo
2016,3,2111300,96,-15,antigo
2016,3,2111300,97,-1,antigo
2016,4,2111300,01,5,antigo
2016,4,2111300,03,1,antigo
2016,4,2111300,08,-1,antigo
2016,4,2111300,09,0,antigo
2016,4,2111300,10,1,antigo
2016,4,2111300,11,-24,antigo
2016,4,2111300,13,5,antigo
2016,4,2111300,14,-5,antigo
2016,4,2111300,17,-1,antigo
2016,4,2111300,18,2,antigo
2016,4,2111300,19,-6,antigo
2016,4,2111300,20,11,antigo
2016,4,2111300,22,-2,antigo
2016,4,2111300,23,0,antigo
2016,4,2111300,24,-23,antigo
2016,4,2111300,25,-3,antigo
2016,4,2111300,26,-2,antigo
2016,4,2111300,28,11,antigo
2016,4,2111300,29,1,antigo
2016,4,2111300,31,1,antigo
2016,4,2111300,32,3,antigo
2016,4,2111300,33,-30,antigo
2016,4,2111300,35,-3,antigo
2016,4,2111300,36,-5,antigo
2016,4,2111300,37,-3,antigo
2016,4,2111300,38,4,antigo
2016,4,2111300,41,-348,antigo
2016,4,2111300,42,-595,antigo
2016,4,2111300,43,-104,antigo
2016,4,2111300,45,-21,antigo
2016,4,2111300,46,25,antigo
2016,4,2111300,47,-293,antigo
2016,4,2111300,49,84,antigo
2016,4,2111300,50,10,antigo
2016,4,2111300,51,-5,antigo
2016,4,2111300,52,-37,antigo
2016,4,2111300,53,-13,antigo
2016,4,2111300,55,-3,antigo
2016,4,2111300,56,-20,antigo
2016,4,2111300,58,-7,antigo
2016,4,2111300,59,-2,antigo
2016,4,2111300,60,-1,antigo
2016,4,2111300,61,3,antigo
2016,4,2111300,62,-3,antigo
2016,4,2111300,63,12,antigo
2016,4,2111300,64,0,antigo
2016,4,2111300,65,-4,antigo
2016,4,2111300,66,-4,antigo
2016,4,2111300,68,-2,antigo
2016,4,2111300,69,-2,antigo
2016,4,2111300,70,1,antigo
2016,4,2111300,71,-35,antigo
2016,4,2111300,72,-1,antigo
2016,4,2111300,73,0,antigo
2016,4,2111300,74,-13,antigo
2016,4,2111300,75,3,antigo
2016,4,2111300,77,-12,antigo
2016,4,2111300,78,66,antigo
2016,4,2111300,79,-3,antigo
2016,4,2111300,80,-246,antigo
2016,4,2111300,81,-228,antigo
2016,4,2111300,82,-99,antigo
2016,4,2111300,84,1,antigo
2016,4,2111300,85,16,antigo
2016,4,2111300,86,201,antigo
2016,4,2111300,87,6,antigo
2016,4,2111300,88,22,antigo
2016,4,2111300,90,-6,antigo
2016,4,2111300,93,4,antigo
2016,4,2111300,94,-8,antigo
2016,4,2111300,95,22,antigo
2016,4,2111300,96,-1,antigo
2016,4,2111300,97,-1,antigo
2016,5,2111300,01,1,antigo
2016,5,2111300,02,0,antigo
2016,5,2111300,08,0,antigo
2016,5,2111300,09,-2,antigo
2016,5,2111300,10,6,antigo
2016,5,2111300,11,-10,antigo
2016,5,2111300,13,-1,antigo
2016,5,2111300,14,-6,antigo
2016,5,2111300,18,8,antigo
2016,5,2111300,19,1,antigo
2016,5,2111300,20,11,antigo
2016,5,2111300,22,-3,antigo
2016,5,2111300,23,-1,antigo
2016,5,2111300,24,14,antigo
2016,5,2111300,25,10,antigo
2016,5,2111300,26,-1,antigo
2016,5,2111300,28,64,antigo
2016,5,2111300,31,-5,antigo
2016,5,2111300,32,-1,antigo
2016,5,2111300,33,-28,antigo
2016,5,2111300,36,-2,antigo
2016,5,2111300,37,0,antigo
2016,5,2111300,38,-7,antigo
2016,5,2111300,39,-1,antigo
2016,5,2111300,41,34,antigo
2016,5,2111300,42,47,antigo
2016,5,2111300,43,-36,antigo
2016,5,2111300,45,-75,antigo
2016,5,2111300,46,-78,antigo
2016,5,2111300,47,-323,antigo
2016,5,2111300,49,-164,antigo
2016,5,2111300,50,16,antigo
2016,5,2111300,51,-15,antigo
2016,5,2111300,52,-25,antigo
2016,5,2111300,53,-2,antigo
2016,5,2111300,55,-10,antigo
2016,5,2111300,56,-82,antigo
2016,5,2111300,58,1,antigo
2016,5,2111300,59,-1,antigo
2016,5,2111300,60,-8,antigo
2016,5,2111300,61,-22,antigo
2016,5,2111300,62,-1,antigo
2016,5,2111300,63,8,antigo
2016,5,2111300,64,7,antigo
2016,5,2111300,65,3,antigo
2016,5,2111300,66,-3,antigo
2016,5,2111300,68,12,antigo
2016,5,2111300,69,7,antigo
2016,5,2111300,70,23,antigo
2016,5,2111300,71,-44,antigo
2016,5,2111300,73,2,antigo
2016,5,2111300,74,18,antigo
2016,5,2111300,75,1,antigo
2016,5,2111300,77,30,antigo
2016,5,2111300,78,5,antigo
2016,5,2111300,79,7,antigo
2016,5,2111300,80,-134,antigo
2016,5,2111300,81,-82,antigo
2016,5,2111300,82,-76,antigo
2016,5,2111300,84,60,antigo
2016,5,2111300,85,17,antigo
2016,5,2111300,86,175,antigo
2016,5,2111300,87,6,antigo
2016,5,2111300,88,2,antigo
2016,5,2111300,90,-4,antigo
2016,5,2111300,93,-20,antigo
2016,5,2111300,94,10,antigo
2016,5,2111300,95,3,antigo
2016,5,2111300,96,-8,antigo
2016,5,2111300,97,-1,antigo
2016,6,2111300,01,1,antigo
2016,6,2111300,02,0,antigo
2016,6,2111300,03,0,antigo
2016,6,2111300,08,-2,antigo
2016,6,2111300,09,-2,antigo
2016,6,2111300,10,5,antigo
2016,6,2111300,11,0,antigo
2016,6,2111300,13,2,antigo
2016,6,2111300,14,-6,antigo
2016,6,2111300,17,-1,antigo
2016,6,2111300,18,10,antigo
2016,6,2111300,19,-3,antigo
2016,6,2111300,20,1,antigo
2016,6,2111300,22,-2,antigo
2016,6,2111300,23,1,antigo
2016,6,2111300,24,-3,antigo
2016,6,2111300,25,8,antigo
2016,6,2111300,27,-3,antigo
2016,6,2111300,28,-16,antigo
2016,6,2111300,29,1,antigo
2016,6,2111300,31,-7,antigo
2016,6,2111300,32,-1,antigo
2016,6,2111300,33,13,antigo
2016,6,2111300,35,7,antigo
2016,6,2111300,36,-1,antigo
2016,6,2111300,37,0,antigo
2016,6,2111300,38,70,antigo
2016,6,2111300,41,183,antigo
2016,6,2111300,42,65,antigo
2016,6,2111300,43,75,antigo
2016,6,2111300,45,-29,antigo
2016,6,2111300,46,68,antigo
2016,6,2111300,47,-332,antigo
2016,6,2111300,49,251,antigo
2016,6,2111300,50,12,antigo
2016,6,2111300,51,-5,antigo
2016,6,2111300,52,-16,antigo
2016,6,2111300,53,1,antigo
2016,6,2111300,55,4,antigo
2016,6,2111300,56,-20,antigo
2016,6,2111300,58,-4,antigo
2016,6,2111300,59,4,antigo
2016,6,2111300,60,5,antigo
2016,6,2111300,61,11,antigo
2016,6,2111300,62,-2,antigo
2016,6,2111300,63,11,antigo
2016,6,2111300,64,-24,antigo
2016,6,2111300,65,-3,antigo
2016,6,2111300,66,7,antigo
2016,6,2111300,68,-20,antigo
2016,6,2111300,69,-20,antigo
2016,6,2111300,70,-8,antigo
2016,6,2111300,71,-76,antigo
2016,6,2111300,73,-5,antigo
2016,6,2111300,74,2,antigo
2016,6,2111300,77,-30,antigo
2016,6,2111300,78,77,antigo
2016,6,2111300,79,-4,antigo
2016,6,2111300,80,-413,antigo
2016,6,2111300,81,-11,antigo
2016,6,2111300,82,2,antigo
2016,6,2111300,84,183,antigo
2016,6,2111300,85,-11,antigo
2016,6,2111300,86,-38,antigo
2016,6,2111300,87,-1,antigo
2016,6,2111300,88,0,antigo
2016,6,2111300,90,-3,antigo
2016,6,2111300,93,5,antigo
2016,6,2111300,94,18,antigo
2016,6,2111300,95,-41,antigo
2016,6,2111300,96,-5,antigo
2016,6,2111300,97,0,antigo
2016,7,2111300,01,2,antigo
2016,7,2111300,02,-1,antigo
2016,7,2111300,08,-7,antigo
2016,7,2111300,09,-4,antigo
2016,7,2111300,10,-3,antigo
2016,7,2111300,11,-8,antigo
2016,7,2111300,13,-3,antigo
2016,7,2111300,14,6,antigo
2016,7,2111300,17,1,antigo
2016,7,2111300,18,-2,antigo
2016,7,2111300,19,2,antigo
2016,7,2111300,20,-3,antigo
2016,7,2111300,22,2,antigo
2016,7,2111300,23,-2,antigo
2016,7,2111300,24,-2,antigo
2016,7,2111300,25,24,antigo
2016,7,2111300,28,-10,antigo
2016,7,2111300,31,-12,antigo
2016,7,2111300,32,0,antigo
2016,7,2111300,33,-1,antigo
2016,7,2111300,37,8,antigo
2016,7,2111300,38,-9,antigo
2016,7,2111300,41,-30,antigo
2016,7,2111300,42,213,antigo
2016,7,2111300,43,36,antigo
2016,7,2111300,45,-37,antigo
2016,7,2111300,46,129,antigo
2016,7,2111300,47,-303,antigo
2016,7,2111300,49,187,antigo
2016,7,2111300,50,17,antigo
2016,7,2111300,51,0,antigo
2016,7,2111300,52,-1,antigo
2016,7,2111300,53,-10,antigo
2016,7,2111300,55,-23,antigo
2016,7,2111300,56,1,antigo
2016,7,2111300,58,-2,antigo
2016,7,2111300,59,5,antigo
2016,7,2111300,60,3,antigo
2016,7,2111300,61,-7,antigo
2016,7,2111300,62,-3,antigo
2016,7,2111300,63,6,antigo
2016,7,2111300,64,-6,antigo
2016,7,2111300,65,0,antigo
2016,7,2111300,66,3,antigo
2016,7,2111300,68,-19,antigo
2016,7,2111300,69,5,antigo
2016,7,2111300,70,-7,antigo
2016,7,2111300,71,46,antigo
2016,7,2111300,73,-4,antigo
2016,7,2111300,74,2,antigo
2016,7,2111300,75,-1,antigo
2016,7,2111300,77,-20,antigo
2016,7,2111300,78,22,antigo
2016,7,2111300,79,-2,antigo
2016,7,2111300,80,510,antigo
2016,7,2111300,81,-112,antigo
2016,7,2111300,82,-73,antigo
2016,7,2111300,84,9,antigo
2016,7,2111300,85,-128,antigo
2016,7,2111300,86,213,antigo
2016,7,2111300,87,7,antigo
2016,7,2111300,88,-19,antigo
2016,7,2111300,90,3,antigo
2016,7,2111300,93,-1,antigo
2016,7,2111300,94,-12,antigo
2016,7,2111300,95,-19,antigo
2016,7,2111300,96,-9,antigo
2016,8,2111300,01,-4,antigo
2016,8,2111300,02,0,antigo
2016,8,2111300,08,1,antigo
2016,8,2111300,09,-3,antigo
2016,8,2111300,10,-6,antigo
2016,8,2111300,11,6,antigo
2016,8,2111300,13,1,antigo
2016,8,2111300,14,-30,antigo
2016,8,2111300,18,-9,antigo
2016,8,2111300,19,1,antigo
2016,8,2111300,20,18,antigo
2016,8,2111300,22,-5,antigo
2016,8,2111300,23,1,antigo
2016,8,2111300,24,-7,antigo
2016,8,2111300,25,-3,antigo
2016,8,2111300,28,-7,antigo
2016,8,2111300,29,0,antigo
2016,8,2111300,31,-3,antigo
2016,8,2111300,32,-2,antigo
2016,8,2111300,33,46,antigo
2016,8,2111300,35,4,antigo
2016,8,2111300,37,5,antigo
2016,8,2111300,38,111,antigo
2016,8,2111300,41,-161,antigo
2016,8,2111300,42,85,antigo
2016,8,2111300,43,-11,antigo
2016,8,2111300,45,19,antigo
2016,8,2111300,46,6,antigo
2016,8,2111300,47,443,antigo
2016,8,2111300,49,22,antigo
2016,8,2111300,50,-10,antigo
2016,8,2111300,51,-3,antigo
2016,8,2111300,52,-9,antigo
2016,8,2111300,53,-6,antigo
2016,8,2111300,55,-10,antigo
2016,8,2111300,56,22,antigo
2016,8,2111300,58,1,antigo
2016,8,2111300,59,-12,antigo
2016,8,2111300,60,-3,antigo
2016,8,2111300,61,0,antigo
2016,8,2111300,62,-9,antigo
2016,8,2111300,63,-2,antigo
2016,8,2111300,64,3,antigo
2016,8,2111300,65,-8,antigo
2016,8,2111300,66,6,antigo
2016,8,2111300,68,4,antigo
2016,8,2111300,69,11,antigo
2016,8,2111300,70,1,antigo
2016,8,2111300,71,-4,antigo
2016,8,2111300,73,1,antigo
2016,8,2111300,74,21,antigo
2016,8,2111300,75,2,antigo
2016,8,2111300,77,-54,antigo
2016,8,2111300,78,298,antigo
2016,8,2111300,79,-3,antigo
2016,8,2111300,80,-221,antigo
2016,8,2111300,81,661,antigo
2016,8,2111300,82,92,antigo
2016,8,2111300,84,15,antigo
2016,8,2111300,85,205,antigo
2016,8,2111300,86,201,antigo
2016,8,2111300,87,15,antigo
2016,8,2111300,88,20,antigo
2016,8,2111300,93,-7,antigo
2016,8,2111300,94,249,antigo
2016,8,2111300,95,-10,antigo
2016,8,2111300,96,8,antigo
2016,8,2111300,97,0,antigo
2016,9,2111300,01,3,antigo
2016,9,2111300,08,-1,antigo
2016,9,2111300,09,-4,antigo
2016,9,2111300,10,17,antigo
2016,9,2111300,11,5,antigo
2016,9,2111300,13,3,antigo
2016,9,2111300,14,-4,antigo
2016,9,2111300,18,0,antigo
2016,9,2111300,19,0,antigo
2016,9,2111300,20,-4,antigo
2016,9,2111300,22,4,antigo
2016,9,2111300,23,23,antigo
2016,9,2111300,24,29,antigo
2016,9,2111300,25,-5,antigo
2016,9,2111300,28,-3,antigo
2016,9,2111300,29,-1,antigo
2016,9,2111300,31,0,antigo
2016,9,2111300,32,0,antigo
2016,9,2111300,33,56,antigo
2016,9,2111300,35,-1,antigo
2016,9,2111300,36,-1,antigo
2016,9,2111300,37,-4,antigo
2016,9,2111300,38,15,antigo
2016,9,2111300,41,-146,antigo
2016,9,2111300,42,-315,antigo
2016,9,2111300,43,-107,antigo
2016,9,2111300,45,-4,antigo
2016,9,2111300,46,47,antigo
2016,9,2111300,47,117,antigo
2016,9,2111300,49,-98,antigo
2016,9,2111300,50,6,antigo
2016,9,2111300,51,-1,antigo
2016,9,2111300,52,-7,antigo
2016,9,2111300,53,1,antigo
2016,9,2111300,55,2,antigo
2016,9,2111300,56,10,antigo
2016,9,2111300,58,-2,antigo
2016,9,2111300,59,-6,antigo
2016,9,2111300,60,-6,antigo
2016,9,2111300,61,2,antigo
2016,9,2111300,62,-6,antigo
2016,9,2111300,63,0,antigo
2016,9,2111300,64,0,antigo
2016,9,2111300,65,-2,antigo
2016,9,2111300,66,21,antigo
2016,9,2111300,68,-17,antigo
2016,9,2111300,69,-3,antigo
2016,9,2111300,70,-7,antigo
2016,9,2111300,71,18,antigo
2016,9,2111300,73,1,antigo
2016,9,2111300,74,-2,antigo
2016,9,2111300,75,2,antigo
2016,9,2111300,77,-2,antigo
2016,9,2111300,78,-292,antigo
2016,9,2111300,79,4,antigo
2016,9,2111300,80,-86,antigo
2016,9,2111300,81,24,antigo
2016,9,2111300,82,-49,antigo
2016,9,2111300,84,3,antigo
2016,9,2111300,85,51,antigo
2016,9,2111300,86,140,antigo
2016,9,2111300,87,5,antigo
2016,9,2111300,88,2,antigo
2016,9,2111300,90,-4,antigo
2016,9,2111300,93,7,antigo
2016,9,2111300,94,337,antigo
2016,9,2111300,95,-1,antigo
2016,9,2111300,96,-8,antigo
2016,9,2111300,97,0,antigo
2016,10,2111300,01,18,antigo
2016,10,2111300,02,2,antigo
2016,10,2111300,08,3,antigo
2016,10,2111300,09,-3,antigo
2016,10,2111300,10,-5,antigo
2016,10,2111300,11,-13,antigo
2016,10,2111300,13,1,antigo
2016,10,2111300,14,-11,antigo
2016,10,2111300,17,-1,antigo
2016,10,2111300,18,7,antigo
2016,10,2111300,19,0,antigo
2016,10,2111300,20,7,antigo
2016,10,2111300,22,1,antigo
2016,10,2111300,23,-8,antigo
2016,10,2111300,24,11,antigo
2016,10,2111300,25,3,antigo
2016,10,2111300,27,-1,antigo
2016,10,2111300,28,-17,antigo
2016,10,2111300,29,0,antigo
2016,10,2111300,31,0,antigo
2016,10,2111300,33,26,antigo
2016,10,2111300,35,-4,antigo
2016,10,2111300,36,-1,antigo
2016,10,2111300,37,-3,antigo
2016,10,2111300,38,-1,antigo
2016,10,2111300,41,96,antigo
2016,10,2111300,42,-190,antigo
2016,10,2111300,43,115,antigo
2016,10,2111300,45,-26,antigo
2016,10,2111300,46,-1,antigo
2016,10,2111300,47,102,antigo
